member_id,arm,M0,K,tau,creep,h,arm_e,f_recent_fmsy,sb_recent_sb0,sb_recent_sbmsy,sb_recent_kt,sb0_recent_kt,recent_mean_depletion,agg_F,has_par,X7,X10,X14,X17,X18,X_priored_mean
39,exclude,0.0707338687749501,0.25,1.2,0.015,0.913060344746047,1.0,0.922509225092251,0.254152949284521,1.4262786351166,519.8785625,2045.53425,0.252870531822389,0.057,True,0.674443679923219,0.576959899492715,0.501646476216982,0.735477535472537,0.836786989035247,0.66506291602814
40,include,0.062165477323398,0.15,1.3,0.025,0.924313504785243,0.0,0.850340136054422,0.318597770714139,1.69287549175721,903.6569375,2836.35675,0.316512573961685,0.03772,True,0.502331184182354,0.573389538757435,0.498026932543493,0.737616498425726,0.752724564736266,0.6128177437290547
41,exclude,0.0616760560118878,0.1,1.4,0.01,0.770846464986023,1.0,0.669792364367046,0.430462947308523,1.86492844837168,1677.876125,3897.841,0.42833506887617,0.02097,True,0.6594143847241,0.611307901815881,0.502233891718079,0.841411586277227,0.936162905367597,0.7101061339805769
42,include,0.0600688525879382,0.15,1.2,0.025,0.668842859607944,0.0,0.969932104752667,0.289804322395314,1.21174122318603,1033.7364375,3567.01525,0.290699543340388,0.033,True,0.502159894298322,0.577014093112447,0.504948390855818,0.732032089214982,0.73183738585127,0.6095983706665679
43,include,0.0672550092674224,0.2,1.4,0.025,0.869753079504006,0.0,1.12511251125113,0.198304069464788,1.08134135694687,433.50975,2186.086,0.197895876241323,0.06726,True,0.515598240032302,0.556444429332854,0.49661197030482,0.706836413858238,0.747083407833753,0.6045148922723934
44,include,0.0901544630105169,0.1,1.4,0.01,0.882576408745769,0.0,0.857632933104631,0.263116506228045,1.5320563655761,323.1106875,1228.01375,0.262416467099751,0.07366,True,0.522366637809139,0.590615699163072,0.501270579164956,0.79949882069719,0.832551585081485,0.6492606643831684
45,include,0.0626384444701712,0.1,1.3,0.005,0.815170286195679,0.0,0.915750915750916,0.292210248821206,1.47146378138075,844.031625,2888.4395,0.291796346248144,0.03884,True,0.517823258429,0.580324985182337,0.497070664490658,0.765287775186591,0.750293105498168,0.6221599577573508
46,include,0.116862143339407,0.2,1.4,0.015,0.850145674340893,0.0,0.464684014869888,0.404429402281831,2.56694479695431,353.9816875,875.262,0.400724290776114,0.04877,True,0.53334892042438,0.607076706606442,0.504799095939281,0.887669988370904,0.989999992760113,0.704578940820224
47,exclude,0.0715037092355716,0.1,1.4,0.025,0.809073624120682,1.0,0.799360511590728,0.314215763661622,1.50943005583127,729.960375,2323.11825,0.311725129179174,0.04099,True,0.66054710138457,0.617000942777,0.502594599285541,0.841073615976618,0.932026738355392,0.7106485995558242
48,include,0.0684242425392203,0.25,1.2,0.02,0.846196883620319,0.0,1.50625094140684,0.121192004043752,0.673065757537046,263.4379375,2173.72375,0.121394830868871,,False,,,,,,
49,include,0.0839239521820033,0.3,1.3,0.01,0.893297570756611,0.0,1.03082156478714,0.196579476600778,1.19687471859523,265.825875,1352.2565,0.195840476742364,0.09072,True,0.533608118291169,0.559359150095998,0.504270540025174,0.718787007512497,0.756324668627913,0.6144698969105502
50,exclude,0.0796630006277552,0.2,1.2,0.02,0.859436361940827,1.0,0.819000819000819,0.278645314373472,1.50502175446849,479.9514375,1722.44575,0.277057795145122,0.05599,True,0.674960922767487,0.59085981836726,0.500373063960066,0.779762668742198,0.899531082817489,0.6890975113308999
51,exclude,0.0606330983467594,0.2,1.3,0.015,0.927719077431941,1.0,0.783699059561129,0.345211668192734,1.80509774091364,1082.697625,3136.32975,0.342999148586548,0.03195,True,0.665277803888784,0.579415206223914,0.499600739595384,0.749778614138556,0.855825504992952,0.669979573767918
52,include,0.0762508468931672,0.25,1.2,0.02,0.855809211216181,0.0,1.28832775057975,0.154026430207072,0.863137124151309,266.9683125,1733.263,0.153909613211734,0.1007,True,0.522729885355886,0.546884194868967,0.501809522935059,0.694605884686094,0.759808625843955,0.6051676227379922
53,exclude,0.066062719171951,0.15,1.4,0.02,0.894810070821111,1.0,0.707714083510262,0.381136422874149,1.92414668300368,1099.265,2884.17725,0.378143117737788,0.03052,True,0.658592327577837,0.606358136735957,0.502838338309623,0.807290965405179,0.901196846056351,0.6952553228169893
54,exclude,0.0758418522718568,0.15,1.3,0.02,0.881015343303337,1.0,0.712758374910905,0.345191424384506,1.8329261288619,694.129125,2010.85275,0.342739124433468,0.04165,True,0.66771990223802,0.610837164632917,0.5042315476313,0.814376191099807,0.909948000260407,0.7014225611724901
55,exclude,0.0688107758960207,0.15,1.3,0.015,0.757229334067595,1.0,0.731528895391368,0.381633179429347,1.66109618407889,1162.269,3045.5135,0.37949621115209,0.02902,True,0.66638713722364,0.611473819675726,0.501310325610954,0.818252895628801,0.925768172018284,0.7046384700314811
56,exclude,0.101683863103972,0.2,1.3,0.005,0.884128353828229,1.0,0.644329896907216,0.317013359817153,2.02372518610422,326.2245,1029.056,0.315553832191052,0.06528,True,0.665521183083329,0.596756314402105,0.50472228630293,0.817000204017533,0.938585946280466,0.7045171868172726
57,exclude,0.105366251201955,0.2,1.3,0.025,0.848190160242251,1.0,0.638569604086845,0.319981414885918,1.90580796340732,317.6981875,992.8645,0.317938195969759,0.06133,True,0.66559337205937,0.602731584221191,0.505627797505192,0.826773890250749,0.948377623021039,0.7098208534115081
59,exclude,0.077498842818223,0.25,1.4,0.005,0.725278314179954,1.0,1.3437248051599,0.130650418352452,0.693396872576893,268.27525,2053.38225,0.131347846785398,,False,,,,,,
62,include,0.0730548862523724,0.25,1.3,0.015,0.818033921729831,0.0,1.29065565307176,0.146944736200467,0.815313122687162,286.4195,1949.16475,0.14733196394549,0.09268,True,0.525862090341304,0.553907527304322,0.50201212431755,0.68454137387917,0.747810673452357,0.6028267578589406
63,include,0.0854855388171595,0.15,1.3,0.005,0.830928058969153,0.0,0.928505106778087,0.223262515654317,1.28476148953632,313.096375,1402.36875,0.223317024953667,0.07771,True,0.515271800335677,0.586728402954267,0.500171038201811,0.779087715583643,0.827924810606885,0.6418367535364566
65,include,0.0865770339818928,0.2,1.4,0.02,0.933075845818822,0.0,0.940733772342427,0.220258941267036,1.37646961152882,274.6056875,1246.74025,0.219072794239049,0.08649,True,0.526066702693276,0.573037653243774,0.498656387337749,0.768604862443746,0.838456659313203,0.6409644530063496
66,exclude,0.0921602325927703,0.25,1.2,0.02,0.903870708475044,1.0,0.817661488143908,0.251669742366662,1.54364797261717,293.13875,1164.7755,0.250406193803093,0.0764,True,0.674708181114105,0.591121312665942,0.504831590883809,0.780472044451481,0.898147993033796,0.6898562244298266
68,exclude,0.0914723884936324,0.25,1.3,0.01,0.820790515436329,1.0,0.918273645546373,0.221453770438213,1.27941473317865,275.713875,1245.01775,0.221024355058819,0.08235,True,0.665911612368399,0.586140432017927,0.505230688438489,0.773711870167372,0.89170026598696,0.6845389737958294
69,exclude,0.0871397706986391,0.35,1.2,0.015,0.857636386724039,1.0,0.995024875621891,0.207505623043044,1.21194515306122,273.1724375,1316.458,0.206785676888037,0.08719,True,0.673598834479551,0.556563605387192,0.504847234347323,0.744424760811825,0.815925270987635,0.6590719412027053
70,exclude,0.0695810567143524,0.3,1.4,0.015,0.764479796300167,1.0,1.21728545343883,0.172161676024231,0.863300336983993,409.895,2380.8725,0.172650624927729,0.07195,True,0.657106215848686,0.530122063914711,0.515034528956442,0.672574108619949,0.777018007888973,0.6303709850457523
71,include,0.114223822029392,0.25,1.2,0.01,0.934945675833632,0.0,0.535331905781585,0.364097663213506,2.48163156877898,321.123125,881.96975,0.360488201128678,0.06223,True,0.554531217574898,0.599050885750739,0.508254324007011,0.854558910838718,0.972936671377786,0.6978664019098304
72,exclude,0.0738396782289059,0.2,1.4,0.015,0.947592253615846,1.0,0.847457627118644,0.278041223240116,1.59207514255702,530.4794375,1907.9165,0.276037989843588,0.05601,True,0.6570788970759,0.582014283169508,0.501608541026085,0.752480230290878,0.870794640163449,0.672795318345164
73,exclude,0.0766631944049427,0.2,1.3,0.01,0.905387172440846,1.0,1.09601052170101,0.18738853479753,1.0930825286123,305.625875,1630.97425,0.186950032206755,0.08798,True,0.664225177527193,0.568134897245332,0.498715645869848,0.73194032495322,0.856328565582044,0.6638689222355274
74,include,0.110065019046874,0.2,1.3,0.005,0.94525416877919,0.0,0.497512437810945,0.369686105602468,2.8819338365897,324.50575,877.78725,0.367585270144392,0.05871,True,0.524127158915946,0.599515284555345,0.503891628677894,0.868300427340829,0.98095798499023,0.6953584968960488
75,exclude,0.0810234998761951,0.15,1.2,0.01,0.794924316001641,1.0,0.755857898715042,0.321851845991618,1.61308165322581,600.066375,1864.418,0.320189097214423,0.04753,True,0.674524107403852,0.612964208491699,0.500787543087926,0.826492597010825,0.918592095927615,0.7066721103843834
76,exclude,0.0928693785870361,0.2,1.3,0.01,0.826021245685335,1.0,0.839630562552477,0.253019709493231,1.43640381083563,312.84875,1236.46,0.252397168915027,0.07327,True,0.665848033185291,0.590865645766813,0.503670354134753,0.789459718080193,0.913656123481761,0.6926999749297622
78,include,0.0754359930054103,0.15,1.2,0.015,0.8441631832874,0.0,0.858369098712446,0.275749496303517,1.47421086743274,525.9984375,1907.52275,0.27474046852005,0.05411,True,0.511170222917859,0.584205440064137,0.501228008677665,0.766117819406061,0.781484550634366,0.6288412083400176
79,exclude,0.0545172924129923,0.2,1.4,0.025,0.958742756041707,1.0,0.771010023130301,0.369611528869964,1.87506666989915,1450.1765625,3923.5155,0.366811521151501,0.02509,True,0.657916870655425,0.578519577765111,0.500095152330989,0.739527223569066,0.843854999227926,0.6639827647097035
80,include,0.0951435442378338,0.35,1.2,0.005,0.835561766233084,0.0,0.859845227858985,0.25145800005525,1.42362529620853,300.3849375,1194.573,0.250061495239973,0.07797,True,0.536933608892982,0.574416543019035,0.505658284648588,0.768084405218613,0.834176521798447,0.643853872715533
81,exclude,0.0594651533087019,0.25,1.3,0.01,0.73849166020729,1.0,1.02072062876391,0.25926443422503,1.20298679698217,876.977375,3382.5595,0.259502308259858,0.03929,True,0.664621999016086,0.567578788874055,0.501655616459444,0.716155128693267,0.801486493737247,0.6502996053560197
82,exclude,0.104052374360553,0.25,1.4,0.01,0.966535374448689,1.0,0.645994832041344,0.301721242551955,2.15306905126243,281.406125,932.66925,0.299547382068176,0.07561,True,0.657854798544353,0.592300652874682,0.506180038116866,0.804558993060846,0.920162510262381,0.6962113985718256
83,include,0.0792205807857906,0.1,1.3,0.015,0.899338000528099,0.0,1.08201687946332,0.200184645225516,1.15315289140945,310.0828125,1548.984,0.199792604390928,,False,,,,,,
84,exclude,0.0819613371903662,0.3,1.2,0.015,0.92264985972879,1.0,1.00492412822832,0.20727383006254,1.26077229995627,288.338625,1391.1,0.20642212836506,0.08631,True,0.674323442559521,0.548846377551133,0.5043442836839,0.727334205499593,0.794957622153273,0.649961186289484
85,exclude,0.112000040308056,0.3,1.3,0.025,0.877862199777685,1.0,0.588928150765607,0.346456501846106,2.13995966372283,315.0020625,909.211,0.343289155210418,0.06096,True,0.665574335829916,0.578043152818874,0.509835074198365,0.812326748223503,0.93999603229404,0.7011550686729396
86,include,0.132751390482353,0.1,1.3,0.025,0.776541521221879,0.0,0.330469266358229,0.502502464457177,2.84629289608724,443.7370625,883.0545,0.49923236267669,0.03636,True,0.545527739805698,0.630796868460642,0.508664109060586,0.939007122631401,0.989999996756227,0.7227991673429107
87,exclude,0.083421424528535,0.05,1.2,0.015,0.897829395889862,1.0,0.650618087182824,0.365330123518591,2.00561705179901,646.6109375,1769.936,0.362109170905486,0.04334,True,0.674753686629043,0.619573456530893,0.498910989104023,0.869853180692202,0.949775897739664,0.722573442139165
88,exclude,0.07835064832601,0.2,1.2,0.005,0.837789115487901,1.0,0.837520938023451,0.28254973687485,1.497491117112,526.817375,1864.512,0.281266285938217,0.05497,True,0.673845153505299,0.587225561830779,0.500117403012337,0.774836910272042,0.895760490968221,0.6863571039177356
89,include,0.0908042689184139,0.3,1.3,0.025,0.911509558640356,0.0,0.877963125548727,0.236830100457283,1.46959895554365,274.374125,1158.52725,0.235341901819279,0.08145,True,0.532298571564864,0.570877338387035,0.50546065558939,0.745257355794324,0.808391030864784,0.6324569904400794
90,exclude,0.0611667686075504,0.15,1.2,0.025,0.971919445177731,1.0,0.611995104039168,0.436877907486429,2.2919253023742,1534.902375,3513.344,0.433187213955986,0.02262,True,0.676508186355729,0.612275172474367,0.502609249965341,0.814817116654748,0.910354501004328,0.7033128452909027
91,exclude,0.0976896872914599,0.15,1.2,0.005,0.931251594371582,1.0,0.594530321046373,0.328442537263527,2.23315625,357.305,1087.87675,0.327400880554751,0.06231,True,0.67591879199105,0.617376519965215,0.505539032976752,0.838951425258683,0.945127879037456,0.7165827298458312
92,include,0.102829454874771,0.05,1.3,0.015,0.919387221669363,0.0,0.593119810201661,0.343348044236222,2.26649638633377,344.96075,1004.697,0.341685494452837,0.0582,True,0.524585714971666,0.609932218866204,0.502454147960728,0.871353311614568,0.899159221750832,0.6814969230327995
93,exclude,0.063982569948508,0.25,1.3,0.025,0.87304061579763,1.0,0.966183574879227,0.261343116115228,1.36374496475327,677.099375,2590.8445,0.260461170093425,0.04759,True,0.664655997484863,0.571130752051122,0.50232442566809,0.717771228424429,0.810898889967096,0.65335625871912
94,include,0.0572276723066398,0.15,1.4,0.005,0.864689513975004,0.0,0.909090909090909,0.309790759922,1.58687187925556,1048.763625,3385.3935,0.308928983973735,0.03438,True,0.497531783101773,0.564711433877479,0.497392461656499,0.719763142235736,0.731716071522719,0.6022229784788411
95,include,0.0652481899820389,0.05,1.2,0.02,0.896320385354245,0.0,0.803212851405622,0.339304340032898,1.74505403657861,944.59775,2783.92475,0.337283253050919,0.03518,True,0.503164752718531,0.581680072396725,0.496456219671577,0.784218981129517,0.776312082426939,0.6283664216686577
98,exclude,0.0680363469504489,0.3,1.4,0.02,0.861210831534553,1.0,1.36221223266585,0.135643445762942,0.77173533614589,283.5355625,2090.3005,0.136066552343434,0.09655,True,0.657891775243789,0.522539239556301,0.504033695815086,0.664638392356896,0.709381838608868,0.611696988316188
99,exclude,0.0734463406081054,0.2,1.3,0.01,0.833276325452964,1.0,0.893655049151028,0.263426720816289,1.3918153526971,536.684,2037.318,0.2625209988886,0.05354,True,0.666907622787218,0.581959118814276,0.501475367725301,0.761724117023922,0.875346586984477,0.6774825626670388
100,include,0.0726651074559027,0.25,1.4,0.01,0.909968132665772,0.0,1.30089761935736,0.148641425847599,0.876144395826321,260.3025,1751.211,0.148351445114122,,False,,,,,,
