member_id,group_id,fitted,target,deviation,arm,K,tau,M0,h,creep,age_length_total,survey_index_total,catch_total,length_total
41,7,0.6594143847241,0.4962,0.1632143847241,exclude,0.1,1.4,0.0616760560118878,0.770846464986023,0.01,3617.15962958357,-1049.954168462,0.0,80722.6566790004
41,10,0.611307901815881,0.5121,0.09920790181588102,exclude,0.1,1.4,0.0616760560118878,0.770846464986023,0.01,3617.15962958357,-1049.954168462,0.0,80722.6566790004
41,14,0.502233891718079,0.4962,0.006033891718078999,exclude,0.1,1.4,0.0616760560118878,0.770846464986023,0.01,3617.15962958357,-1049.954168462,0.0,80722.6566790004
41,17,0.841411586277227,0.5121,0.329311586277227,exclude,0.1,1.4,0.0616760560118878,0.770846464986023,0.01,3617.15962958357,-1049.954168462,0.0,80722.6566790004
41,18,0.936162905367597,0.5282,0.40796290536759705,exclude,0.1,1.4,0.0616760560118878,0.770846464986023,0.01,3617.15962958357,-1049.954168462,0.0,80722.6566790004
42,7,0.502159894298322,0.4962,0.005959894298321999,include,0.15,1.2,0.0600688525879382,0.668842859607944,0.025,3646.07959486413,-1064.5954519514,0.0,79960.5649998953
42,10,0.577014093112447,0.5121,0.064914093112447,include,0.15,1.2,0.0600688525879382,0.668842859607944,0.025,3646.07959486413,-1064.5954519514,0.0,79960.5649998953
42,14,0.504948390855818,0.4962,0.008748390855818022,include,0.15,1.2,0.0600688525879382,0.668842859607944,0.025,3646.07959486413,-1064.5954519514,0.0,79960.5649998953
42,17,0.732032089214982,0.5121,0.21993208921498197,include,0.15,1.2,0.0600688525879382,0.668842859607944,0.025,3646.07959486413,-1064.5954519514,0.0,79960.5649998953
42,18,0.73183738585127,0.5282,0.20363738585127,include,0.15,1.2,0.0600688525879382,0.668842859607944,0.025,3646.07959486413,-1064.5954519514,0.0,79960.5649998953
43,7,0.515598240032302,0.4962,0.01939824003230206,include,0.2,1.4,0.0672550092674224,0.869753079504006,0.025,3615.50637767746,-1083.708227568,0.0,80771.6697921887
43,10,0.556444429332854,0.5121,0.044344429332853985,include,0.2,1.4,0.0672550092674224,0.869753079504006,0.025,3615.50637767746,-1083.708227568,0.0,80771.6697921887
43,14,0.49661197030482,0.4962,0.0004119703048200418,include,0.2,1.4,0.0672550092674224,0.869753079504006,0.025,3615.50637767746,-1083.708227568,0.0,80771.6697921887
43,17,0.706836413858238,0.5121,0.19473641385823803,include,0.2,1.4,0.0672550092674224,0.869753079504006,0.025,3615.50637767746,-1083.708227568,0.0,80771.6697921887
43,18,0.747083407833753,0.5282,0.21888340783375304,include,0.2,1.4,0.0672550092674224,0.869753079504006,0.025,3615.50637767746,-1083.708227568,0.0,80771.6697921887
44,7,0.522366637809139,0.4962,0.02616663780913897,include,0.1,1.4,0.0901544630105169,0.882576408745769,0.01,3482.40629539685,-1082.1209845635,0.0,84180.9831313905
44,10,0.590615699163072,0.5121,0.078515699163072,include,0.1,1.4,0.0901544630105169,0.882576408745769,0.01,3482.40629539685,-1082.1209845635,0.0,84180.9831313905
44,14,0.501270579164956,0.4962,0.005070579164956013,include,0.1,1.4,0.0901544630105169,0.882576408745769,0.01,3482.40629539685,-1082.1209845635,0.0,84180.9831313905
44,17,0.79949882069719,0.5121,0.28739882069719,include,0.1,1.4,0.0901544630105169,0.882576408745769,0.01,3482.40629539685,-1082.1209845635,0.0,84180.9831313905
44,18,0.832551585081485,0.5282,0.30435158508148497,include,0.1,1.4,0.0901544630105169,0.882576408745769,0.01,3482.40629539685,-1082.1209845635,0.0,84180.9831313905
45,7,0.517823258429,0.4962,0.021623258429000036,include,0.1,1.3,0.0626384444701712,0.815170286195679,0.005,3708.85147720033,-1051.297416598,0.0,80742.3362276288
45,10,0.580324985182337,0.5121,0.068224985182337,include,0.1,1.3,0.0626384444701712,0.815170286195679,0.005,3708.85147720033,-1051.297416598,0.0,80742.3362276288
45,14,0.497070664490658,0.4962,0.0008706644906580352,include,0.1,1.3,0.0626384444701712,0.815170286195679,0.005,3708.85147720033,-1051.297416598,0.0,80742.3362276288
45,17,0.765287775186591,0.5121,0.25318777518659097,include,0.1,1.3,0.0626384444701712,0.815170286195679,0.005,3708.85147720033,-1051.297416598,0.0,80742.3362276288
45,18,0.750293105498168,0.5282,0.22209310549816796,include,0.1,1.3,0.0626384444701712,0.815170286195679,0.005,3708.85147720033,-1051.297416598,0.0,80742.3362276288
46,7,0.53334892042438,0.4962,0.037148920424380005,include,0.2,1.4,0.116862143339407,0.850145674340893,0.015,3528.19820856715,-1046.9878345528,0.0,79278.2877865141
46,10,0.607076706606442,0.5121,0.09497670660644197,include,0.2,1.4,0.116862143339407,0.850145674340893,0.015,3528.19820856715,-1046.9878345528,0.0,79278.2877865141
46,14,0.504799095939281,0.4962,0.008599095939280987,include,0.2,1.4,0.116862143339407,0.850145674340893,0.015,3528.19820856715,-1046.9878345528,0.0,79278.2877865141
46,17,0.887669988370904,0.5121,0.37556998837090405,include,0.2,1.4,0.116862143339407,0.850145674340893,0.015,3528.19820856715,-1046.9878345528,0.0,79278.2877865141
46,18,0.989999992760113,0.5282,0.46179999276011297,include,0.2,1.4,0.116862143339407,0.850145674340893,0.015,3528.19820856715,-1046.9878345528,0.0,79278.2877865141
47,7,0.66054710138457,0.4962,0.16434710138456998,exclude,0.1,1.4,0.0715037092355716,0.809073624120682,0.025,3675.47330298961,-1180.426400466,0.0,84104.0976602447
47,10,0.617000942777,0.5121,0.10490094277700002,exclude,0.1,1.4,0.0715037092355716,0.809073624120682,0.025,3675.47330298961,-1180.426400466,0.0,84104.0976602447
47,14,0.502594599285541,0.4962,0.0063945992855409806,exclude,0.1,1.4,0.0715037092355716,0.809073624120682,0.025,3675.47330298961,-1180.426400466,0.0,84104.0976602447
47,17,0.841073615976618,0.5121,0.328973615976618,exclude,0.1,1.4,0.0715037092355716,0.809073624120682,0.025,3675.47330298961,-1180.426400466,0.0,84104.0976602447
47,18,0.932026738355392,0.5282,0.40382673835539196,exclude,0.1,1.4,0.0715037092355716,0.809073624120682,0.025,3675.47330298961,-1180.426400466,0.0,84104.0976602447
49,7,0.533608118291169,0.4962,0.03740811829116908,include,0.3,1.3,0.0839239521820033,0.893297570756611,0.01,3638.82808284172,-1039.7002380741,0.0,79754.8957686535
49,10,0.559359150095998,0.5121,0.047259150095998015,include,0.3,1.3,0.0839239521820033,0.893297570756611,0.01,3638.82808284172,-1039.7002380741,0.0,79754.8957686535
49,14,0.504270540025174,0.4962,0.008070540025174044,include,0.3,1.3,0.0839239521820033,0.893297570756611,0.01,3638.82808284172,-1039.7002380741,0.0,79754.8957686535
49,17,0.718787007512497,0.5121,0.20668700751249702,include,0.3,1.3,0.0839239521820033,0.893297570756611,0.01,3638.82808284172,-1039.7002380741,0.0,79754.8957686535
49,18,0.756324668627913,0.5282,0.22812466862791303,include,0.3,1.3,0.0839239521820033,0.893297570756611,0.01,3638.82808284172,-1039.7002380741,0.0,79754.8957686535
50,7,0.674960922767487,0.4962,0.178760922767487,exclude,0.2,1.2,0.0796630006277552,0.859436361940827,0.02,3592.58661323855,-1083.298375688,0.0,89095.5933351836
50,10,0.59085981836726,0.5121,0.07875981836725998,exclude,0.2,1.2,0.0796630006277552,0.859436361940827,0.02,3592.58661323855,-1083.298375688,0.0,89095.5933351836
50,14,0.500373063960066,0.4962,0.0041730639600660036,exclude,0.2,1.2,0.0796630006277552,0.859436361940827,0.02,3592.58661323855,-1083.298375688,0.0,89095.5933351836
50,17,0.779762668742198,0.5121,0.267662668742198,exclude,0.2,1.2,0.0796630006277552,0.859436361940827,0.02,3592.58661323855,-1083.298375688,0.0,89095.5933351836
50,18,0.899531082817489,0.5282,0.37133108281748894,exclude,0.2,1.2,0.0796630006277552,0.859436361940827,0.02,3592.58661323855,-1083.298375688,0.0,89095.5933351836
51,7,0.665277803888784,0.4962,0.16907780388878402,exclude,0.2,1.3,0.0606330983467594,0.927719077431941,0.015,3602.09246209904,-1049.080652865,0.0,80783.5518733959
51,10,0.579415206223914,0.5121,0.06731520622391396,exclude,0.2,1.3,0.0606330983467594,0.927719077431941,0.015,3602.09246209904,-1049.080652865,0.0,80783.5518733959
51,14,0.499600739595384,0.4962,0.003400739595384006,exclude,0.2,1.3,0.0606330983467594,0.927719077431941,0.015,3602.09246209904,-1049.080652865,0.0,80783.5518733959
51,17,0.749778614138556,0.5121,0.23767861413855595,exclude,0.2,1.3,0.0606330983467594,0.927719077431941,0.015,3602.09246209904,-1049.080652865,0.0,80783.5518733959
51,18,0.855825504992952,0.5282,0.32762550499295195,exclude,0.2,1.3,0.0606330983467594,0.927719077431941,0.015,3602.09246209904,-1049.080652865,0.0,80783.5518733959
52,7,0.522729885355886,0.4962,0.026529885355886074,include,0.25,1.2,0.0762508468931672,0.855809211216181,0.02,3597.96887346035,-1049.0453495527,0.0,80714.0950872007
52,10,0.546884194868967,0.5121,0.034784194868967,include,0.25,1.2,0.0762508468931672,0.855809211216181,0.02,3597.96887346035,-1049.0453495527,0.0,80714.0950872007
52,14,0.501809522935059,0.4962,0.005609522935059008,include,0.25,1.2,0.0762508468931672,0.855809211216181,0.02,3597.96887346035,-1049.0453495527,0.0,80714.0950872007
52,17,0.694605884686094,0.5121,0.18250588468609397,include,0.25,1.2,0.0762508468931672,0.855809211216181,0.02,3597.96887346035,-1049.0453495527,0.0,80714.0950872007
52,18,0.759808625843955,0.5282,0.23160862584395503,include,0.25,1.2,0.0762508468931672,0.855809211216181,0.02,3597.96887346035,-1049.0453495527,0.0,80714.0950872007
53,7,0.658592327577837,0.4962,0.16239232757783706,exclude,0.15,1.4,0.066062719171951,0.894810070821111,0.02,3619.0699389911,-1060.668884545,0.0,80724.2518399934
53,10,0.606358136735957,0.5121,0.09425813673595695,exclude,0.15,1.4,0.066062719171951,0.894810070821111,0.02,3619.0699389911,-1060.668884545,0.0,80724.2518399934
53,14,0.502838338309623,0.4962,0.006638338309623015,exclude,0.15,1.4,0.066062719171951,0.894810070821111,0.02,3619.0699389911,-1060.668884545,0.0,80724.2518399934
53,17,0.807290965405179,0.5121,0.295190965405179,exclude,0.15,1.4,0.066062719171951,0.894810070821111,0.02,3619.0699389911,-1060.668884545,0.0,80724.2518399934
53,18,0.901196846056351,0.5282,0.372996846056351,exclude,0.15,1.4,0.066062719171951,0.894810070821111,0.02,3619.0699389911,-1060.668884545,0.0,80724.2518399934
54,7,0.66771990223802,0.4962,0.17151990223802005,exclude,0.15,1.3,0.0758418522718568,0.881015343303337,0.02,3637.08802955038,-1085.342128896,0.0,89114.7283144666
54,10,0.610837164632917,0.5121,0.09873716463291704,exclude,0.15,1.3,0.0758418522718568,0.881015343303337,0.02,3637.08802955038,-1085.342128896,0.0,89114.7283144666
54,14,0.5042315476313,0.4962,0.008031547631299985,exclude,0.15,1.3,0.0758418522718568,0.881015343303337,0.02,3637.08802955038,-1085.342128896,0.0,89114.7283144666
54,17,0.814376191099807,0.5121,0.30227619109980697,exclude,0.15,1.3,0.0758418522718568,0.881015343303337,0.02,3637.08802955038,-1085.342128896,0.0,89114.7283144666
54,18,0.909948000260407,0.5282,0.381748000260407,exclude,0.15,1.3,0.0758418522718568,0.881015343303337,0.02,3637.08802955038,-1085.342128896,0.0,89114.7283144666
55,7,0.66638713722364,0.4962,0.17018713722363998,exclude,0.15,1.3,0.0688107758960207,0.757229334067595,0.015,3680.24650243625,-1051.21478112,0.0,79835.0366479719
55,10,0.611473819675726,0.5121,0.099373819675726,exclude,0.15,1.3,0.0688107758960207,0.757229334067595,0.015,3680.24650243625,-1051.21478112,0.0,79835.0366479719
55,14,0.501310325610954,0.4962,0.005110325610954036,exclude,0.15,1.3,0.0688107758960207,0.757229334067595,0.015,3680.24650243625,-1051.21478112,0.0,79835.0366479719
55,17,0.818252895628801,0.5121,0.306152895628801,exclude,0.15,1.3,0.0688107758960207,0.757229334067595,0.015,3680.24650243625,-1051.21478112,0.0,79835.0366479719
55,18,0.925768172018284,0.5282,0.397568172018284,exclude,0.15,1.3,0.0688107758960207,0.757229334067595,0.015,3680.24650243625,-1051.21478112,0.0,79835.0366479719
56,7,0.665521183083329,0.4962,0.169321183083329,exclude,0.2,1.3,0.101683863103972,0.884128353828229,0.005,3524.44179745022,-1049.1117424358,0.0,79725.7112182049
56,10,0.596756314402105,0.5121,0.08465631440210497,exclude,0.2,1.3,0.101683863103972,0.884128353828229,0.005,3524.44179745022,-1049.1117424358,0.0,79725.7112182049
56,14,0.50472228630293,0.4962,0.00852228630293006,exclude,0.2,1.3,0.101683863103972,0.884128353828229,0.005,3524.44179745022,-1049.1117424358,0.0,79725.7112182049
56,17,0.817000204017533,0.5121,0.30490020401753304,exclude,0.2,1.3,0.101683863103972,0.884128353828229,0.005,3524.44179745022,-1049.1117424358,0.0,79725.7112182049
56,18,0.938585946280466,0.5282,0.410385946280466,exclude,0.2,1.3,0.101683863103972,0.884128353828229,0.005,3524.44179745022,-1049.1117424358,0.0,79725.7112182049
57,7,0.66559337205937,0.4962,0.16939337205937,exclude,0.2,1.3,0.105366251201955,0.848190160242251,0.025,3528.73648549193,-1053.3937920951,0.0,79720.9630488316
57,10,0.602731584221191,0.5121,0.090631584221191,exclude,0.2,1.3,0.105366251201955,0.848190160242251,0.025,3528.73648549193,-1053.3937920951,0.0,79720.9630488316
57,14,0.505627797505192,0.4962,0.00942779750519207,exclude,0.2,1.3,0.105366251201955,0.848190160242251,0.025,3528.73648549193,-1053.3937920951,0.0,79720.9630488316
57,17,0.826773890250749,0.5121,0.314673890250749,exclude,0.2,1.3,0.105366251201955,0.848190160242251,0.025,3528.73648549193,-1053.3937920951,0.0,79720.9630488316
57,18,0.948377623021039,0.5282,0.420177623021039,exclude,0.2,1.3,0.105366251201955,0.848190160242251,0.025,3528.73648549193,-1053.3937920951,0.0,79720.9630488316
62,7,0.525862090341304,0.4962,0.02966209034130407,include,0.25,1.3,0.0730548862523724,0.818033921729831,0.015,3584.96527733473,-1057.3734103492,0.0,79242.1917010227
62,10,0.553907527304322,0.5121,0.04180752730432202,include,0.25,1.3,0.0730548862523724,0.818033921729831,0.015,3584.96527733473,-1057.3734103492,0.0,79242.1917010227
62,14,0.50201212431755,0.4962,0.005812124317550071,include,0.25,1.3,0.0730548862523724,0.818033921729831,0.015,3584.96527733473,-1057.3734103492,0.0,79242.1917010227
62,17,0.68454137387917,0.5121,0.17244137387917002,include,0.25,1.3,0.0730548862523724,0.818033921729831,0.015,3584.96527733473,-1057.3734103492,0.0,79242.1917010227
62,18,0.747810673452357,0.5282,0.21961067345235696,include,0.25,1.3,0.0730548862523724,0.818033921729831,0.015,3584.96527733473,-1057.3734103492,0.0,79242.1917010227
63,7,0.515271800335677,0.4962,0.019071800335677014,include,0.15,1.3,0.0854855388171595,0.830928058969153,0.005,3614.25219166723,-1071.5295292673,0.0,79732.9518547647
63,10,0.586728402954267,0.5121,0.07462840295426698,include,0.15,1.3,0.0854855388171595,0.830928058969153,0.005,3614.25219166723,-1071.5295292673,0.0,79732.9518547647
63,14,0.500171038201811,0.4962,0.003971038201810995,include,0.15,1.3,0.0854855388171595,0.830928058969153,0.005,3614.25219166723,-1071.5295292673,0.0,79732.9518547647
63,17,0.779087715583643,0.5121,0.266987715583643,include,0.15,1.3,0.0854855388171595,0.830928058969153,0.005,3614.25219166723,-1071.5295292673,0.0,79732.9518547647
63,18,0.827924810606885,0.5282,0.29972481060688505,include,0.15,1.3,0.0854855388171595,0.830928058969153,0.005,3614.25219166723,-1071.5295292673,0.0,79732.9518547647
65,7,0.526066702693276,0.4962,0.02986670269327607,include,0.2,1.4,0.0865770339818928,0.933075845818822,0.02,3587.46211847867,-1058.9004277471,0.0,80565.5456820876
65,10,0.573037653243774,0.5121,0.06093765324377398,include,0.2,1.4,0.0865770339818928,0.933075845818822,0.02,3587.46211847867,-1058.9004277471,0.0,80565.5456820876
65,14,0.498656387337749,0.4962,0.0024563873377489998,include,0.2,1.4,0.0865770339818928,0.933075845818822,0.02,3587.46211847867,-1058.9004277471,0.0,80565.5456820876
65,17,0.768604862443746,0.5121,0.25650486244374604,include,0.2,1.4,0.0865770339818928,0.933075845818822,0.02,3587.46211847867,-1058.9004277471,0.0,80565.5456820876
65,18,0.838456659313203,0.5282,0.310256659313203,include,0.2,1.4,0.0865770339818928,0.933075845818822,0.02,3587.46211847867,-1058.9004277471,0.0,80565.5456820876
66,7,0.674708181114105,0.4962,0.17850818111410505,exclude,0.25,1.2,0.0921602325927703,0.903870708475044,0.02,3569.15996874128,-1043.8007817548,0.0,79724.2614646163
66,10,0.591121312665942,0.5121,0.07902131266594203,exclude,0.25,1.2,0.0921602325927703,0.903870708475044,0.02,3569.15996874128,-1043.8007817548,0.0,79724.2614646163
66,14,0.504831590883809,0.4962,0.008631590883809048,exclude,0.25,1.2,0.0921602325927703,0.903870708475044,0.02,3569.15996874128,-1043.8007817548,0.0,79724.2614646163
66,17,0.780472044451481,0.5121,0.268372044451481,exclude,0.25,1.2,0.0921602325927703,0.903870708475044,0.02,3569.15996874128,-1043.8007817548,0.0,79724.2614646163
66,18,0.898147993033796,0.5282,0.369947993033796,exclude,0.25,1.2,0.0921602325927703,0.903870708475044,0.02,3569.15996874128,-1043.8007817548,0.0,79724.2614646163
68,7,0.665911612368399,0.4962,0.16971161236839905,exclude,0.25,1.3,0.0914723884936324,0.820790515436329,0.01,3607.18379962447,-1046.4825221709,0.0,80494.8921408837
68,10,0.586140432017927,0.5121,0.07404043201792698,exclude,0.25,1.3,0.0914723884936324,0.820790515436329,0.01,3607.18379962447,-1046.4825221709,0.0,80494.8921408837
68,14,0.505230688438489,0.4962,0.009030688438488976,exclude,0.25,1.3,0.0914723884936324,0.820790515436329,0.01,3607.18379962447,-1046.4825221709,0.0,80494.8921408837
68,17,0.773711870167372,0.5121,0.261611870167372,exclude,0.25,1.3,0.0914723884936324,0.820790515436329,0.01,3607.18379962447,-1046.4825221709,0.0,80494.8921408837
68,18,0.89170026598696,0.5282,0.36350026598695995,exclude,0.25,1.3,0.0914723884936324,0.820790515436329,0.01,3607.18379962447,-1046.4825221709,0.0,80494.8921408837
69,7,0.673598834479551,0.4962,0.17739883447955107,exclude,0.35,1.2,0.0871397706986391,0.857636386724039,0.015,3594.59802022108,-1043.1271001189,0.0,80600.153192011
69,10,0.556563605387192,0.5121,0.04446360538719196,exclude,0.35,1.2,0.0871397706986391,0.857636386724039,0.015,3594.59802022108,-1043.1271001189,0.0,80600.153192011
69,14,0.504847234347323,0.4962,0.008647234347323063,exclude,0.35,1.2,0.0871397706986391,0.857636386724039,0.015,3594.59802022108,-1043.1271001189,0.0,80600.153192011
69,17,0.744424760811825,0.5121,0.23232476081182496,exclude,0.35,1.2,0.0871397706986391,0.857636386724039,0.015,3594.59802022108,-1043.1271001189,0.0,80600.153192011
69,18,0.815925270987635,0.5282,0.287725270987635,exclude,0.35,1.2,0.0871397706986391,0.857636386724039,0.015,3594.59802022108,-1043.1271001189,0.0,80600.153192011
70,7,0.657106215848686,0.4962,0.16090621584868603,exclude,0.3,1.4,0.0695810567143524,0.764479796300167,0.015,3599.27007833161,-1153.9402785796,0.0,94609.7504069615
70,10,0.530122063914711,0.5121,0.01802206391471095,exclude,0.3,1.4,0.0695810567143524,0.764479796300167,0.015,3599.27007833161,-1153.9402785796,0.0,94609.7504069615
70,14,0.515034528956442,0.4962,0.018834528956441998,exclude,0.3,1.4,0.0695810567143524,0.764479796300167,0.015,3599.27007833161,-1153.9402785796,0.0,94609.7504069615
70,17,0.672574108619949,0.5121,0.16047410861994904,exclude,0.3,1.4,0.0695810567143524,0.764479796300167,0.015,3599.27007833161,-1153.9402785796,0.0,94609.7504069615
70,18,0.777018007888973,0.5282,0.24881800788897301,exclude,0.3,1.4,0.0695810567143524,0.764479796300167,0.015,3599.27007833161,-1153.9402785796,0.0,94609.7504069615
71,7,0.554531217574898,0.4962,0.05833121757489801,include,0.25,1.2,0.114223822029392,0.934945675833632,0.01,3602.14943617294,-1029.7482292446,0.0,79326.0282699422
71,10,0.599050885750739,0.5121,0.08695088575073895,include,0.25,1.2,0.114223822029392,0.934945675833632,0.01,3602.14943617294,-1029.7482292446,0.0,79326.0282699422
71,14,0.508254324007011,0.4962,0.012054324007011008,include,0.25,1.2,0.114223822029392,0.934945675833632,0.01,3602.14943617294,-1029.7482292446,0.0,79326.0282699422
71,17,0.854558910838718,0.5121,0.34245891083871804,include,0.25,1.2,0.114223822029392,0.934945675833632,0.01,3602.14943617294,-1029.7482292446,0.0,79326.0282699422
71,18,0.972936671377786,0.5282,0.44473667137778605,include,0.25,1.2,0.114223822029392,0.934945675833632,0.01,3602.14943617294,-1029.7482292446,0.0,79326.0282699422
72,7,0.6570788970759,0.4962,0.16087889707589997,exclude,0.2,1.4,0.0738396782289059,0.947592253615846,0.015,3590.39093409539,-1090.798232451,0.0,79865.9304584613
72,10,0.582014283169508,0.5121,0.06991428316950798,exclude,0.2,1.4,0.0738396782289059,0.947592253615846,0.015,3590.39093409539,-1090.798232451,0.0,79865.9304584613
72,14,0.501608541026085,0.4962,0.005408541026085012,exclude,0.2,1.4,0.0738396782289059,0.947592253615846,0.015,3590.39093409539,-1090.798232451,0.0,79865.9304584613
72,17,0.752480230290878,0.5121,0.24038023029087796,exclude,0.2,1.4,0.0738396782289059,0.947592253615846,0.015,3590.39093409539,-1090.798232451,0.0,79865.9304584613
72,18,0.870794640163449,0.5282,0.342594640163449,exclude,0.2,1.4,0.0738396782289059,0.947592253615846,0.015,3590.39093409539,-1090.798232451,0.0,79865.9304584613
73,7,0.664225177527193,0.4962,0.16802517752719304,exclude,0.2,1.3,0.0766631944049427,0.905387172440846,0.01,3602.41687578502,-1060.0664965188,0.0,80638.6442926166
73,10,0.568134897245332,0.5121,0.05603489724533195,exclude,0.2,1.3,0.0766631944049427,0.905387172440846,0.01,3602.41687578502,-1060.0664965188,0.0,80638.6442926166
73,14,0.498715645869848,0.4962,0.0025156458698480377,exclude,0.2,1.3,0.0766631944049427,0.905387172440846,0.01,3602.41687578502,-1060.0664965188,0.0,80638.6442926166
73,17,0.73194032495322,0.5121,0.21984032495322003,exclude,0.2,1.3,0.0766631944049427,0.905387172440846,0.01,3602.41687578502,-1060.0664965188,0.0,80638.6442926166
73,18,0.856328565582044,0.5282,0.32812856558204395,exclude,0.2,1.3,0.0766631944049427,0.905387172440846,0.01,3602.41687578502,-1060.0664965188,0.0,80638.6442926166
74,7,0.524127158915946,0.4962,0.027927158915945993,include,0.2,1.3,0.110065019046874,0.94525416877919,0.005,3517.40719354978,-1036.3123467715,0.0,79770.3200379486
74,10,0.599515284555345,0.5121,0.08741528455534497,include,0.2,1.3,0.110065019046874,0.94525416877919,0.005,3517.40719354978,-1036.3123467715,0.0,79770.3200379486
74,14,0.503891628677894,0.4962,0.00769162867789408,include,0.2,1.3,0.110065019046874,0.94525416877919,0.005,3517.40719354978,-1036.3123467715,0.0,79770.3200379486
74,17,0.868300427340829,0.5121,0.356200427340829,include,0.2,1.3,0.110065019046874,0.94525416877919,0.005,3517.40719354978,-1036.3123467715,0.0,79770.3200379486
74,18,0.98095798499023,0.5282,0.45275798499023,include,0.2,1.3,0.110065019046874,0.94525416877919,0.005,3517.40719354978,-1036.3123467715,0.0,79770.3200379486
75,7,0.674524107403852,0.4962,0.17832410740385207,exclude,0.15,1.2,0.0810234998761951,0.794924316001641,0.01,3603.90375168773,-1083.694130171,0.0,80658.6430774281
75,10,0.612964208491699,0.5121,0.10086420849169897,exclude,0.15,1.2,0.0810234998761951,0.794924316001641,0.01,3603.90375168773,-1083.694130171,0.0,80658.6430774281
75,14,0.500787543087926,0.4962,0.0045875430879259715,exclude,0.15,1.2,0.0810234998761951,0.794924316001641,0.01,3603.90375168773,-1083.694130171,0.0,80658.6430774281
75,17,0.826492597010825,0.5121,0.314392597010825,exclude,0.15,1.2,0.0810234998761951,0.794924316001641,0.01,3603.90375168773,-1083.694130171,0.0,80658.6430774281
75,18,0.918592095927615,0.5282,0.39039209592761503,exclude,0.15,1.2,0.0810234998761951,0.794924316001641,0.01,3603.90375168773,-1083.694130171,0.0,80658.6430774281
76,7,0.665848033185291,0.4962,0.16964803318529098,exclude,0.2,1.3,0.0928693785870361,0.826021245685335,0.01,3554.12510655036,-1059.7225737914,0.0,79729.0279735319
76,10,0.590865645766813,0.5121,0.078765645766813,exclude,0.2,1.3,0.0928693785870361,0.826021245685335,0.01,3554.12510655036,-1059.7225737914,0.0,79729.0279735319
76,14,0.503670354134753,0.4962,0.007470354134753054,exclude,0.2,1.3,0.0928693785870361,0.826021245685335,0.01,3554.12510655036,-1059.7225737914,0.0,79729.0279735319
76,17,0.789459718080193,0.5121,0.277359718080193,exclude,0.2,1.3,0.0928693785870361,0.826021245685335,0.01,3554.12510655036,-1059.7225737914,0.0,79729.0279735319
76,18,0.913656123481761,0.5282,0.38545612348176095,exclude,0.2,1.3,0.0928693785870361,0.826021245685335,0.01,3554.12510655036,-1059.7225737914,0.0,79729.0279735319
78,7,0.511170222917859,0.4962,0.014970222917858989,include,0.15,1.2,0.0754359930054103,0.8441631832874,0.015,3588.77473927748,-1074.899723341,0.0,84141.1724141295
78,10,0.584205440064137,0.5121,0.072105440064137,include,0.15,1.2,0.0754359930054103,0.8441631832874,0.015,3588.77473927748,-1074.899723341,0.0,84141.1724141295
78,14,0.501228008677665,0.4962,0.005028008677665063,include,0.15,1.2,0.0754359930054103,0.8441631832874,0.015,3588.77473927748,-1074.899723341,0.0,84141.1724141295
78,17,0.766117819406061,0.5121,0.25401781940606105,include,0.15,1.2,0.0754359930054103,0.8441631832874,0.015,3588.77473927748,-1074.899723341,0.0,84141.1724141295
78,18,0.781484550634366,0.5282,0.25328455063436595,include,0.15,1.2,0.0754359930054103,0.8441631832874,0.015,3588.77473927748,-1074.899723341,0.0,84141.1724141295
79,7,0.657916870655425,0.4962,0.16171687065542506,exclude,0.2,1.4,0.0545172924129923,0.958742756041707,0.025,3630.59309609446,-1038.6935064137,0.0,80844.3985606477
79,10,0.578519577765111,0.5121,0.06641957776511098,exclude,0.2,1.4,0.0545172924129923,0.958742756041707,0.025,3630.59309609446,-1038.6935064137,0.0,80844.3985606477
79,14,0.500095152330989,0.4962,0.003895152330989027,exclude,0.2,1.4,0.0545172924129923,0.958742756041707,0.025,3630.59309609446,-1038.6935064137,0.0,80844.3985606477
79,17,0.739527223569066,0.5121,0.22742722356906597,exclude,0.2,1.4,0.0545172924129923,0.958742756041707,0.025,3630.59309609446,-1038.6935064137,0.0,80844.3985606477
79,18,0.843854999227926,0.5282,0.31565499922792595,exclude,0.2,1.4,0.0545172924129923,0.958742756041707,0.025,3630.59309609446,-1038.6935064137,0.0,80844.3985606477
80,7,0.536933608892982,0.4962,0.040733608892982054,include,0.35,1.2,0.0951435442378338,0.835561766233084,0.005,3592.43003470222,-1038.749546305,0.0,79281.8569131403
80,10,0.574416543019035,0.5121,0.062316543019035,include,0.35,1.2,0.0951435442378338,0.835561766233084,0.005,3592.43003470222,-1038.749546305,0.0,79281.8569131403
80,14,0.505658284648588,0.4962,0.009458284648588,include,0.35,1.2,0.0951435442378338,0.835561766233084,0.005,3592.43003470222,-1038.749546305,0.0,79281.8569131403
80,17,0.768084405218613,0.5121,0.255984405218613,include,0.35,1.2,0.0951435442378338,0.835561766233084,0.005,3592.43003470222,-1038.749546305,0.0,79281.8569131403
80,18,0.834176521798447,0.5282,0.30597652179844703,include,0.35,1.2,0.0951435442378338,0.835561766233084,0.005,3592.43003470222,-1038.749546305,0.0,79281.8569131403
81,7,0.664621999016086,0.4962,0.168421999016086,exclude,0.25,1.3,0.0594651533087019,0.73849166020729,0.01,3604.67472469554,-1058.982101592,0.0,80821.054650066
