outcome,column,raw_n88,raw_converged,raw_completed,pct_recovered
F_recent / F_MSY,f_recent_fmsy,-0.14146086677794723,-0.08575295394218119,-0.12635414967437475,47.34670220173275
SB_recent / SB_0,sb_recent_sb0,0.047952968926448986,0.03617398109566322,0.04738674377762497,30.99676160140973
