member_id,group_id,arm,X,base_rate,design_arm,objective,rr_penalty,tag_mix,tag_post,agg_F,agg_F_final,agg_F_Fmsy,agg_F_Fmsy_final,SB_SBmsy,SB_SBmsy_final,SB_recent,SB_recent_final,MSY,F_at_MSY,SB_msy,seconds,ok
10,7,exclude,0.4666666666666667,0.65733034379612,exclude,91277.1946513691,103.199597939,1032.77618448552,6879.302439849517,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.76964282989502,1
10,7,exclude,0.5222222222222221,0.65733034379612,exclude,91265.3917528942,103.130448556,1021.3039913995507,6879.040883822472,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.084704399108887,1
10,7,exclude,0.5777777777777777,0.65733034379612,exclude,91257.9011402866,105.249570779,1011.9215812367052,6878.813559132811,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.766854524612427,1
10,7,exclude,0.6333333333333333,0.65733034379612,exclude,91254.4014002671,109.556964606,1004.313843178018,6878.6141633198695,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.878311395645142,1
10,7,exclude,0.6888888888888889,0.65733034379612,exclude,91254.640479578,116.052630038,998.2334316669401,6878.437988681413,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.922520637512207,1
10,7,exclude,0.7444444444444445,0.65733034379612,exclude,91258.4167404612,124.736567075,993.4823183270673,6878.281425834278,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.631929159164429,1
10,7,exclude,0.8,0.65733034379612,exclude,91265.5661532028,135.608775717,989.8993016433603,6878.141646576914,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.78471040725708,1
10,7,exclude,0.8462500000000001,0.65733034379612,exclude,91273.9928152112,146.329055123,987.7108876763642,6878.036443102882,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.128600120544434,1
10,7,exclude,0.8925000000000001,0.65733034379612,exclude,91284.5969581441,158.565929842,986.1743712794002,6877.940227655121,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.083191633224487,1
10,7,exclude,0.93875,0.65733034379612,exclude,91297.3212272548,172.319399873,985.2333069581983,6877.85209096,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.726099729537964,1
10,7,exclude,0.985,0.65733034379612,exclude,91312.1155190624,187.589465217,984.838368937836,6877.771255104363,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.826552152633667,1
10,7,include,0.3,0.65733034379612,exclude,281969.390715,116.536675717,1014.7876053348631,6902.831158862505,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.035476922988892,1
10,7,include,0.3555555555555555,0.65733034379612,exclude,237332.107037371,109.902711519,992.4989499325236,6901.594407776372,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.970247983932495,1
10,7,include,0.4111111111111111,0.65733034379612,exclude,159552.317961021,105.457018927,968.2385673898643,6900.70205367858,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.123937845230103,1
