screen,member_id,arm,unit,is_priored,value,threshold,slack,flagged,note
upper-bound,41,exclude,group 23,0,0.99,0.99,1.44704e-09,1,at upper bound
upper-bound,41,exclude,group 29,0,0.420638,0.99,0.569362,0,
upper-bound,42,include,group 1,0,0.225554,0.99,0.764446,0,
upper-bound,42,include,group 6,0,0.35997,0.99,0.63003,0,
upper-bound,42,include,group 7,1,0.50216,0.99,0.48784,0,
upper-bound,42,include,group 10,1,0.577014,0.99,0.412986,0,
upper-bound,42,include,group 13,0,0.978877,0.99,0.0111227,0,
upper-bound,42,include,group 14,1,0.504948,0.99,0.485052,0,
upper-bound,42,include,group 17,1,0.732032,0.99,0.257968,0,
upper-bound,42,include,group 18,1,0.731837,0.99,0.258163,0,
upper-bound,42,include,group 19,0,0.99,0.99,2.19129e-09,1,at upper bound
upper-bound,42,include,group 20,0,0.254742,0.99,0.735258,0,
upper-bound,42,include,group 23,0,0.99,0.99,4.49833e-09,1,at upper bound
upper-bound,42,include,group 29,0,0.13391,0.99,0.85609,0,
upper-bound,43,include,group 1,0,0.218054,0.99,0.771946,0,
upper-bound,43,include,group 6,0,0.33386,0.99,0.65614,0,
upper-bound,43,include,group 7,1,0.515598,0.99,0.474402,0,
upper-bound,43,include,group 10,1,0.556444,0.99,0.433556,0,
upper-bound,43,include,group 13,0,0.430469,0.99,0.559531,0,
upper-bound,43,include,group 14,1,0.496612,0.99,0.493388,0,
upper-bound,43,include,group 17,1,0.706836,0.99,0.283164,0,
upper-bound,43,include,group 18,1,0.747083,0.99,0.242917,0,
upper-bound,43,include,group 19,0,0.911293,0.99,0.0787069,0,
upper-bound,43,include,group 20,0,0.144054,0.99,0.845946,0,
upper-bound,43,include,group 23,0,0.99,0.99,1.74855e-09,1,at upper bound
upper-bound,43,include,group 29,0,0.122436,0.99,0.867564,0,
upper-bound,44,include,group 1,0,0.260095,0.99,0.729905,0,
upper-bound,44,include,group 6,0,0.406919,0.99,0.583081,0,
upper-bound,44,include,group 7,1,0.522367,0.99,0.467633,0,
upper-bound,44,include,group 10,1,0.590616,0.99,0.399384,0,
upper-bound,44,include,group 13,0,0.798472,0.99,0.191528,0,
upper-bound,44,include,group 14,1,0.501271,0.99,0.488729,0,
upper-bound,44,include,group 17,1,0.799499,0.99,0.190501,0,
upper-bound,44,include,group 18,1,0.832552,0.99,0.157448,0,
upper-bound,44,include,group 19,0,0.741022,0.99,0.248978,0,
upper-bound,44,include,group 20,0,0.234462,0.99,0.755538,0,
upper-bound,44,include,group 23,0,0.608716,0.99,0.381284,0,
upper-bound,44,include,group 29,0,0.145742,0.99,0.844258,0,
upper-bound,45,include,group 1,0,0.213215,0.99,0.776785,0,
upper-bound,45,include,group 6,0,0.325563,0.99,0.664437,0,
upper-bound,45,include,group 7,1,0.517823,0.99,0.472177,0,
upper-bound,45,include,group 10,1,0.580325,0.99,0.409675,0,
upper-bound,45,include,group 13,0,0.667337,0.99,0.322663,0,
upper-bound,45,include,group 14,1,0.497071,0.99,0.492929,0,
upper-bound,45,include,group 17,1,0.765288,0.99,0.224712,0,
upper-bound,45,include,group 18,1,0.750293,0.99,0.239707,0,
upper-bound,45,include,group 19,0,0.99,0.99,2.81098e-07,1,at upper bound
upper-bound,45,include,group 20,0,0.216523,0.99,0.773477,0,
upper-bound,45,include,group 23,0,0.99,0.99,2.81284e-09,1,at upper bound
upper-bound,45,include,group 29,0,0.14598,0.99,0.84402,0,
upper-bound,46,include,group 1,0,0.41846,0.99,0.57154,0,
upper-bound,46,include,group 6,0,0.99,0.99,7.53361e-08,1,at upper bound
upper-bound,46,include,group 7,1,0.533349,0.99,0.456651,0,
upper-bound,46,include,group 10,1,0.607077,0.99,0.382923,0,
upper-bound,46,include,group 13,0,0.952587,0.99,0.037413,0,
upper-bound,46,include,group 14,1,0.504799,0.99,0.485201,0,
upper-bound,46,include,group 17,1,0.88767,0.99,0.10233,0,
upper-bound,46,include,group 18,1,0.99,0.99,7.23989e-09,1,at upper bound
upper-bound,46,include,group 19,0,0.99,0.99,6.58318e-09,1,at upper bound
upper-bound,46,include,group 20,0,0.345475,0.99,0.644525,0,
upper-bound,46,include,group 23,0,0.99,0.99,1.26801e-09,1,at upper bound
upper-bound,46,include,group 29,0,0.138018,0.99,0.851982,0,
upper-bound,47,exclude,group 1,0,0.275977,0.99,0.714023,0,
upper-bound,47,exclude,group 6,0,0.803493,0.99,0.186507,0,
upper-bound,47,exclude,group 7,1,0.660547,0.99,0.329453,0,
upper-bound,47,exclude,group 10,1,0.617001,0.99,0.372999,0,
upper-bound,47,exclude,group 13,0,0.622483,0.99,0.367517,0,
upper-bound,47,exclude,group 14,1,0.502595,0.99,0.487405,0,
upper-bound,47,exclude,group 17,1,0.841074,0.99,0.148926,0,
upper-bound,47,exclude,group 18,1,0.932027,0.99,0.0579733,0,
upper-bound,47,exclude,group 19,0,0.99,0.99,2.28944e-08,1,at upper bound
upper-bound,47,exclude,group 20,0,0.278686,0.99,0.711314,0,
upper-bound,47,exclude,group 23,0,0.99,0.99,1.5351e-09,1,at upper bound
upper-bound,47,exclude,group 29,0,0.432098,0.99,0.557902,0,
upper-bound,49,include,group 1,0,0.260012,0.99,0.729988,0,
upper-bound,49,include,group 6,0,0.373935,0.99,0.616065,0,
upper-bound,49,include,group 7,1,0.533608,0.99,0.456392,0,
upper-bound,49,include,group 10,1,0.559359,0.99,0.430641,0,
upper-bound,49,include,group 13,0,0.466479,0.99,0.523521,0,
upper-bound,49,include,group 14,1,0.504271,0.99,0.485729,0,
upper-bound,49,include,group 17,1,0.718787,0.99,0.271213,0,
upper-bound,49,include,group 18,1,0.756325,0.99,0.233675,0,
upper-bound,49,include,group 19,0,0.575827,0.99,0.414173,0,
upper-bound,49,include,group 20,0,0.13322,0.99,0.85678,0,
upper-bound,49,include,group 23,0,0.99,0.99,1.28864e-09,1,at upper bound
upper-bound,49,include,group 29,0,0.134992,0.99,0.855008,0,
upper-bound,50,exclude,group 1,0,0.264821,0.99,0.725179,0,
upper-bound,50,exclude,group 6,0,0.720717,0.99,0.269283,0,
upper-bound,50,exclude,group 7,1,0.674961,0.99,0.315039,0,
upper-bound,50,exclude,group 10,1,0.59086,0.99,0.39914,0,
upper-bound,50,exclude,group 13,0,0.574165,0.99,0.415835,0,
upper-bound,50,exclude,group 14,1,0.500373,0.99,0.489627,0,
upper-bound,50,exclude,group 17,1,0.779763,0.99,0.210237,0,
upper-bound,50,exclude,group 18,1,0.899531,0.99,0.0904689,0,
upper-bound,50,exclude,group 19,0,0.99,0.99,1.40856e-08,1,at upper bound
upper-bound,50,exclude,group 20,0,0.185988,0.99,0.804012,0,
upper-bound,50,exclude,group 23,0,0.99,0.99,1.3434e-09,1,at upper bound
upper-bound,50,exclude,group 29,0,0.199728,0.99,0.790272,0,
upper-bound,51,exclude,group 1,0,0.234983,0.99,0.755017,0,
upper-bound,51,exclude,group 6,0,0.695696,0.99,0.294304,0,
upper-bound,51,exclude,group 7,1,0.665278,0.99,0.324722,0,
upper-bound,51,exclude,group 10,1,0.579415,0.99,0.410585,0,
upper-bound,51,exclude,group 13,0,0.519894,0.99,0.470106,0,
upper-bound,51,exclude,group 14,1,0.499601,0.99,0.490399,0,
upper-bound,51,exclude,group 17,1,0.749779,0.99,0.240221,0,
upper-bound,51,exclude,group 18,1,0.855826,0.99,0.134174,0,
upper-bound,51,exclude,group 19,0,0.99,0.99,5.3102e-09,1,at upper bound
upper-bound,51,exclude,group 20,0,0.277146,0.99,0.712854,0,
upper-bound,51,exclude,group 23,0,0.99,0.99,1.24108e-09,1,at upper bound
upper-bound,51,exclude,group 29,0,0.192735,0.99,0.797265,0,
upper-bound,52,include,group 1,0,0.207792,0.99,0.782208,0,
upper-bound,52,include,group 6,0,0.330426,0.99,0.659574,0,
upper-bound,52,include,group 7,1,0.52273,0.99,0.46727,0,
upper-bound,52,include,group 10,1,0.546884,0.99,0.443116,0,
upper-bound,52,include,group 13,0,0.443187,0.99,0.546813,0,
upper-bound,52,include,group 14,1,0.50181,0.99,0.48819,0,
upper-bound,52,include,group 17,1,0.694606,0.99,0.295394,0,
upper-bound,52,include,group 18,1,0.759809,0.99,0.230191,0,
upper-bound,52,include,group 19,0,0.424455,0.99,0.565545,0,
upper-bound,52,include,group 20,0,0.0996216,0.99,0.890378,0,
upper-bound,52,include,group 23,0,0.99,0.99,1.66335e-09,1,at upper bound
upper-bound,52,include,group 29,0,0.127599,0.99,0.862401,0,
upper-bound,53,exclude,group 1,0,0.276621,0.99,0.713379,0,
upper-bound,53,exclude,group 6,0,0.841391,0.99,0.148609,0,
upper-bound,53,exclude,group 7,1,0.658592,0.99,0.331408,0,
upper-bound,53,exclude,group 10,1,0.606358,0.99,0.383642,0,
upper-bound,53,exclude,group 13,0,0.640552,0.99,0.349448,0,
upper-bound,53,exclude,group 14,1,0.502838,0.99,0.487162,0,
upper-bound,53,exclude,group 17,1,0.807291,0.99,0.182709,0,
upper-bound,53,exclude,group 18,1,0.901197,0.99,0.0888032,0,
upper-bound,53,exclude,group 19,0,0.99,0.99,5.2657e-09,1,at upper bound
upper-bound,53,exclude,group 20,0,0.338361,0.99,0.651639,0,
upper-bound,53,exclude,group 23,0,0.99,0.99,1.48287e-09,1,at upper bound
upper-bound,53,exclude,group 29,0,0.303029,0.99,0.686971,0,
upper-bound,54,exclude,group 1,0,0.293077,0.99,0.696923,0,
upper-bound,54,exclude,group 6,0,0.81239,0.99,0.17761,0,
upper-bound,54,exclude,group 7,1,0.66772,0.99,0.32228,0,
upper-bound,54,exclude,group 10,1,0.610837,0.99,0.379163,0,
upper-bound,54,exclude,group 13,0,0.665888,0.99,0.324112,0,
upper-bound,54,exclude,group 14,1,0.504232,0.99,0.485768,0,
upper-bound,54,exclude,group 17,1,0.814376,0.99,0.175624,0,
upper-bound,54,exclude,group 18,1,0.909948,0.99,0.080052,0,
upper-bound,54,exclude,group 19,0,0.99,0.99,5.72998e-09,1,at upper bound
upper-bound,54,exclude,group 20,0,0.258858,0.99,0.731142,0,
upper-bound,54,exclude,group 23,0,0.99,0.99,1.66232e-09,1,at upper bound
upper-bound,54,exclude,group 29,0,0.30563,0.99,0.68437,0,
upper-bound,55,exclude,group 1,0,0.279406,0.99,0.710594,0,
upper-bound,55,exclude,group 6,0,0.879735,0.99,0.110265,0,
upper-bound,55,exclude,group 7,1,0.666387,0.99,0.323613,0,
upper-bound,55,exclude,group 10,1,0.611474,0.99,0.378526,0,
upper-bound,55,exclude,group 13,0,0.656917,0.99,0.333083,0,
upper-bound,55,exclude,group 14,1,0.50131,0.99,0.48869,0,
upper-bound,55,exclude,group 17,1,0.818253,0.99,0.171747,0,
upper-bound,55,exclude,group 18,1,0.925768,0.99,0.0642318,0,
upper-bound,55,exclude,group 19,0,0.99,0.99,5.3954e-09,1,at upper bound
upper-bound,55,exclude,group 20,0,0.302986,0.99,0.687014,0,
upper-bound,55,exclude,group 23,0,0.99,0.99,1.48771e-09,1,at upper bound
upper-bound,55,exclude,group 29,0,0.3246,0.99,0.6654,0,
upper-bound,56,exclude,group 1,0,0.355738,0.99,0.634262,0,
upper-bound,56,exclude,group 6,0,0.810546,0.99,0.179454,0,
upper-bound,56,exclude,group 7,1,0.665521,0.99,0.324479,0,
upper-bound,56,exclude,group 10,1,0.596756,0.99,0.393244,0,
upper-bound,56,exclude,group 13,0,0.699929,0.99,0.290071,0,
upper-bound,56,exclude,group 14,1,0.504722,0.99,0.485278,0,
upper-bound,56,exclude,group 17,1,0.817,0.99,0.173,0,
upper-bound,56,exclude,group 18,1,0.938586,0.99,0.0514141,0,
upper-bound,56,exclude,group 19,0,0.943183,0.99,0.0468168,0,
upper-bound,56,exclude,group 20,0,0.232703,0.99,0.757297,0,
upper-bound,56,exclude,group 23,0,0.99,0.99,1.29057e-09,1,at upper bound
upper-bound,56,exclude,group 29,0,0.224009,0.99,0.765991,0,
upper-bound,57,exclude,group 1,0,0.376124,0.99,0.613876,0,
upper-bound,57,exclude,group 6,0,0.846794,0.99,0.143206,0,
upper-bound,57,exclude,group 7,1,0.665593,0.99,0.324407,0,
upper-bound,57,exclude,group 10,1,0.602732,0.99,0.387268,0,
upper-bound,57,exclude,group 13,0,0.728398,0.99,0.261602,0,
upper-bound,57,exclude,group 14,1,0.505628,0.99,0.484372,0,
upper-bound,57,exclude,group 17,1,0.826774,0.99,0.163226,0,
upper-bound,57,exclude,group 18,1,0.948378,0.99,0.0416224,0,
upper-bound,57,exclude,group 19,0,0.99,0.99,3.67554e-08,1,at upper bound
upper-bound,57,exclude,group 20,0,0.25319,0.99,0.73681,0,
upper-bound,57,exclude,group 23,0,0.99,0.99,1.24642e-09,1,at upper bound
upper-bound,57,exclude,group 29,0,0.236466,0.99,0.753534,0,
upper-bound,62,include,group 1,0,0.216906,0.99,0.773094,0,
upper-bound,62,include,group 6,0,0.318248,0.99,0.671752,0,
upper-bound,62,include,group 7,1,0.525862,0.99,0.464138,0,
upper-bound,62,include,group 10,1,0.553908,0.99,0.436092,0,
upper-bound,62,include,group 13,0,0.435525,0.99,0.554475,0,
upper-bound,62,include,group 14,1,0.502012,0.99,0.487988,0,
upper-bound,62,include,group 17,1,0.684541,0.99,0.305459,0,
upper-bound,62,include,group 18,1,0.747811,0.99,0.242189,0,
upper-bound,62,include,group 19,0,0.469384,0.99,0.520616,0,
upper-bound,62,include,group 20,0,0.110903,0.99,0.879097,0,
upper-bound,62,include,group 23,0,0.99,0.99,1.64188e-09,1,at upper bound
upper-bound,62,include,group 29,0,0.124599,0.99,0.865401,0,
upper-bound,63,include,group 1,0,0.24877,0.99,0.74123,0,
upper-bound,63,include,group 6,0,0.404362,0.99,0.585638,0,
upper-bound,63,include,group 7,1,0.515272,0.99,0.474728,0,
upper-bound,63,include,group 10,1,0.586728,0.99,0.403272,0,
upper-bound,63,include,group 13,0,0.73682,0.99,0.25318,0,
upper-bound,63,include,group 14,1,0.500171,0.99,0.489829,0,
upper-bound,63,include,group 17,1,0.779088,0.99,0.210912,0,
upper-bound,63,include,group 18,1,0.827925,0.99,0.162075,0,
upper-bound,63,include,group 19,0,0.635738,0.99,0.354262,0,
upper-bound,63,include,group 20,0,0.165059,0.99,0.824941,0,
upper-bound,63,include,group 23,0,0.99,0.99,3.54911e-09,1,at upper bound
upper-bound,63,include,group 29,0,0.135475,0.99,0.854525,0,
upper-bound,65,include,group 1,0,0.256179,0.99,0.733821,0,
upper-bound,65,include,group 6,0,0.387328,0.99,0.602672,0,
upper-bound,65,include,group 7,1,0.526067,0.99,0.463933,0,
upper-bound,65,include,group 10,1,0.573038,0.99,0.416962,0,
upper-bound,65,include,group 13,0,0.489669,0.99,0.500331,0,
upper-bound,65,include,group 14,1,0.498656,0.99,0.491344,0,
upper-bound,65,include,group 17,1,0.768605,0.99,0.221395,0,
upper-bound,65,include,group 18,1,0.838457,0.99,0.151543,0,
upper-bound,65,include,group 19,0,0.674302,0.99,0.315698,0,
upper-bound,65,include,group 20,0,0.152559,0.99,0.837441,0,
upper-bound,65,include,group 23,0,0.99,0.99,1.90667e-09,1,at upper bound
upper-bound,65,include,group 29,0,0.130913,0.99,0.859087,0,
upper-bound,66,exclude,group 1,0,0.293981,0.99,0.696019,0,
upper-bound,66,exclude,group 6,0,0.729929,0.99,0.260071,0,
upper-bound,66,exclude,group 7,1,0.674708,0.99,0.315292,0,
upper-bound,66,exclude,group 10,1,0.591121,0.99,0.398879,0,
upper-bound,66,exclude,group 13,0,0.603088,0.99,0.386912,0,
upper-bound,66,exclude,group 14,1,0.504832,0.99,0.485168,0,
upper-bound,66,exclude,group 17,1,0.780472,0.99,0.209528,0,
upper-bound,66,exclude,group 18,1,0.898148,0.99,0.091852,0,
upper-bound,66,exclude,group 19,0,0.661845,0.99,0.328155,0,
upper-bound,66,exclude,group 20,0,0.167956,0.99,0.822044,0,
upper-bound,66,exclude,group 23,0,0.99,0.99,1.14648e-09,1,at upper bound
upper-bound,66,exclude,group 29,0,0.201718,0.99,0.788282,0,
upper-bound,68,exclude,group 1,0,0.293401,0.99,0.696599,0,
upper-bound,68,exclude,group 6,0,0.717813,0.99,0.272187,0,
upper-bound,68,exclude,group 7,1,0.665912,0.99,0.324088,0,
upper-bound,68,exclude,group 10,1,0.58614,0.99,0.40386,0,
upper-bound,68,exclude,group 13,0,0.576987,0.99,0.413013,0,
upper-bound,68,exclude,group 14,1,0.505231,0.99,0.484769,0,
upper-bound,68,exclude,group 17,1,0.773712,0.99,0.216288,0,
upper-bound,68,exclude,group 18,1,0.8917,0.99,0.0982997,0,
upper-bound,68,exclude,group 19,0,0.682019,0.99,0.307981,0,
upper-bound,68,exclude,group 20,0,0.157763,0.99,0.832237,0,
upper-bound,68,exclude,group 23,0,0.99,0.99,1.09905e-09,1,at upper bound
upper-bound,68,exclude,group 29,0,0.18578,0.99,0.80422,0,
upper-bound,69,exclude,group 1,0,0.264137,0.99,0.725863,0,
upper-bound,69,exclude,group 6,0,0.625329,0.99,0.364671,0,
upper-bound,69,exclude,group 7,1,0.673599,0.99,0.316401,0,
upper-bound,69,exclude,group 10,1,0.556564,0.99,0.433436,0,
upper-bound,69,exclude,group 13,0,0.545367,0.99,0.444633,0,
upper-bound,69,exclude,group 14,1,0.504847,0.99,0.485153,0,
upper-bound,69,exclude,group 17,1,0.744425,0.99,0.245575,0,
upper-bound,69,exclude,group 18,1,0.815925,0.99,0.174075,0,
upper-bound,69,exclude,group 19,0,0.575692,0.99,0.414308,0,
upper-bound,69,exclude,group 20,0,0.132883,0.99,0.857117,0,
upper-bound,69,exclude,group 23,0,0.99,0.99,1.22817e-09,1,at upper bound
upper-bound,69,exclude,group 29,0,0.141193,0.99,0.848807,0,
upper-bound,70,exclude,group 1,0,0.22125,0.99,0.76875,0,
upper-bound,70,exclude,group 6,0,0.74807,0.99,0.24193,0,
upper-bound,70,exclude,group 7,1,0.657106,0.99,0.332894,0,
upper-bound,70,exclude,group 10,1,0.530122,0.99,0.459878,0,
upper-bound,70,exclude,group 13,0,0.824435,0.99,0.165565,0,
upper-bound,70,exclude,group 14,1,0.515035,0.99,0.474965,0,
upper-bound,70,exclude,group 17,1,0.672574,0.99,0.317426,0,
upper-bound,70,exclude,group 18,1,0.777018,0.99,0.212982,0,
upper-bound,70,exclude,group 19,0,0.545138,0.99,0.444862,0,
upper-bound,70,exclude,group 20,0,0.133744,0.99,0.856256,0,
upper-bound,70,exclude,group 23,0,0.99,0.99,1.29089e-09,1,at upper bound
upper-bound,70,exclude,group 29,0,0.124222,0.99,0.865778,0,
upper-bound,71,include,group 1,0,0.339307,0.99,0.650693,0,
upper-bound,71,include,group 6,0,0.410135,0.99,0.579865,0,
upper-bound,71,include,group 7,1,0.554531,0.99,0.435469,0,
upper-bound,71,include,group 10,1,0.599051,0.99,0.390949,0,
upper-bound,71,include,group 13,0,0.863784,0.99,0.126216,0,
upper-bound,71,include,group 14,1,0.508254,0.99,0.481746,0,
upper-bound,71,include,group 17,1,0.854559,0.99,0.135441,0,
upper-bound,71,include,group 18,1,0.972937,0.99,0.0170633,0,
upper-bound,71,include,group 19,0,0.882268,0.99,0.107732,0,
upper-bound,71,include,group 20,0,0.242683,0.99,0.747317,0,
upper-bound,71,include,group 23,0,0.99,0.99,9.25256e-10,1,at upper bound
upper-bound,71,include,group 29,0,0.138707,0.99,0.851293,0,
upper-bound,72,exclude,group 1,0,0.239317,0.99,0.750683,0,
upper-bound,72,exclude,group 6,0,0.686739,0.99,0.303261,0,
upper-bound,72,exclude,group 7,1,0.657079,0.99,0.332921,0,
upper-bound,72,exclude,group 10,1,0.582014,0.99,0.407986,0,
upper-bound,72,exclude,group 13,0,0.539843,0.99,0.450157,0,
upper-bound,72,exclude,group 14,1,0.501609,0.99,0.488391,0,
upper-bound,72,exclude,group 17,1,0.75248,0.99,0.23752,0,
upper-bound,72,exclude,group 18,1,0.870795,0.99,0.119205,0,
upper-bound,72,exclude,group 19,0,0.99,0.99,1.89607e-08,1,at upper bound
upper-bound,72,exclude,group 20,0,0.195131,0.99,0.794869,0,
upper-bound,72,exclude,group 23,0,0.99,0.99,1.23566e-09,1,at upper bound
upper-bound,72,exclude,group 29,0,0.176971,0.99,0.813029,0,
upper-bound,73,exclude,group 1,0,0.217036,0.99,0.772964,0,
upper-bound,73,exclude,group 6,0,0.594948,0.99,0.395052,0,
upper-bound,73,exclude,group 7,1,0.664225,0.99,0.325775,0,
upper-bound,73,exclude,group 10,1,0.568135,0.99,0.421865,0,
upper-bound,73,exclude,group 13,0,0.493756,0.99,0.496244,0,
upper-bound,73,exclude,group 14,1,0.498716,0.99,0.491284,0,
upper-bound,73,exclude,group 17,1,0.73194,0.99,0.25806,0,
upper-bound,73,exclude,group 18,1,0.856329,0.99,0.133671,0,
upper-bound,73,exclude,group 19,0,0.513686,0.99,0.476314,0,
upper-bound,73,exclude,group 20,0,0.122111,0.99,0.867889,0,
upper-bound,73,exclude,group 23,0,0.99,0.99,1.89376e-09,1,at upper bound
upper-bound,73,exclude,group 29,0,0.168761,0.99,0.821239,0,
upper-bound,74,include,group 1,0,0.362287,0.99,0.627713,0,
upper-bound,74,include,group 6,0,0.80972,0.99,0.18028,0,
upper-bound,74,include,group 7,1,0.524127,0.99,0.465873,0,
upper-bound,74,include,group 10,1,0.599515,0.99,0.390485,0,
upper-bound,74,include,group 13,0,0.916179,0.99,0.0738207,0,
upper-bound,74,include,group 14,1,0.503892,0.99,0.486108,0,
upper-bound,74,include,group 17,1,0.8683,0.99,0.1217,0,
upper-bound,74,include,group 18,1,0.980958,0.99,0.00904202,0,
upper-bound,74,include,group 19,0,0.99,0.99,1.51975e-08,1,at upper bound
upper-bound,74,include,group 20,0,0.286496,0.99,0.703504,0,
upper-bound,74,include,group 23,0,0.99,0.99,1.85158e-09,1,at upper bound
upper-bound,74,include,group 29,0,0.137747,0.99,0.852253,0,
upper-bound,75,exclude,group 1,0,0.280347,0.99,0.709653,0,
upper-bound,75,exclude,group 6,0,0.766898,0.99,0.223102,0,
upper-bound,75,exclude,group 7,1,0.674524,0.99,0.315476,0,
upper-bound,75,exclude,group 10,1,0.612964,0.99,0.377036,0,
upper-bound,75,exclude,group 13,0,0.628275,0.99,0.361725,0,
upper-bound,75,exclude,group 14,1,0.500788,0.99,0.489212,0,
upper-bound,75,exclude,group 17,1,0.826493,0.99,0.163507,0,
upper-bound,75,exclude,group 18,1,0.918592,0.99,0.0714079,0,
upper-bound,75,exclude,group 19,0,0.99,0.99,1.03206e-08,1,at upper bound
upper-bound,75,exclude,group 20,0,0.226521,0.99,0.763479,0,
upper-bound,75,exclude,group 23,0,0.99,0.99,1.79716e-09,1,at upper bound
upper-bound,75,exclude,group 29,0,0.297869,0.99,0.692131,0,
upper-bound,76,exclude,group 1,0,0.307543,0.99,0.682457,0,
upper-bound,76,exclude,group 6,0,0.756139,0.99,0.233861,0,
upper-bound,76,exclude,group 7,1,0.665848,0.99,0.324152,0,
upper-bound,76,exclude,group 10,1,0.590866,0.99,0.399134,0,
upper-bound,76,exclude,group 13,0,0.634586,0.99,0.355414,0,
upper-bound,76,exclude,group 14,1,0.50367,0.99,0.48633,0,
upper-bound,76,exclude,group 17,1,0.78946,0.99,0.20054,0,
upper-bound,76,exclude,group 18,1,0.913656,0.99,0.0763439,0,
upper-bound,76,exclude,group 19,0,0.794787,0.99,0.195213,0,
upper-bound,76,exclude,group 20,0,0.187987,0.99,0.802013,0,
upper-bound,76,exclude,group 23,0,0.99,0.99,1.39043e-09,1,at upper bound
upper-bound,76,exclude,group 29,0,0.205763,0.99,0.784237,0,
upper-bound,78,include,group 1,0,0.231593,0.99,0.758407,0,
upper-bound,78,include,group 6,0,0.376054,0.99,0.613946,0,
upper-bound,78,include,group 7,1,0.51117,0.99,0.47883,0,
upper-bound,78,include,group 10,1,0.584205,0.99,0.405795,0,
upper-bound,78,include,group 13,0,0.743211,0.99,0.246789,0,
upper-bound,78,include,group 14,1,0.501228,0.99,0.488772,0,
upper-bound,78,include,group 17,1,0.766118,0.99,0.223882,0,
upper-bound,78,include,group 18,1,0.781485,0.99,0.208515,0,
upper-bound,78,include,group 19,0,0.99,0.99,1.3797e-08,1,at upper bound
upper-bound,78,include,group 20,0,0.189232,0.99,0.800768,0,
upper-bound,78,include,group 23,0,0.99,0.99,2.85867e-09,1,at upper bound
upper-bound,78,include,group 29,0,0.131648,0.99,0.858352,0,
upper-bound,79,exclude,group 1,0,0.23553,0.99,0.75447,0,
upper-bound,79,exclude,group 6,0,0.717207,0.99,0.272793,0,
upper-bound,79,exclude,group 7,1,0.657917,0.99,0.332083,0,
upper-bound,79,exclude,group 10,1,0.57852,0.99,0.41148,0,
upper-bound,79,exclude,group 13,0,0.502872,0.99,0.487128,0,
upper-bound,79,exclude,group 14,1,0.500095,0.99,0.489905,0,
upper-bound,79,exclude,group 17,1,0.739527,0.99,0.250473,0,
upper-bound,79,exclude,group 18,1,0.843855,0.99,0.146145,0,
upper-bound,79,exclude,group 19,0,0.99,0.99,5.19355e-09,1,at upper bound
upper-bound,79,exclude,group 20,0,0.348448,0.99,0.641552,0,
upper-bound,79,exclude,group 23,0,0.99,0.99,1.1525e-09,1,at upper bound
upper-bound,79,exclude,group 29,0,0.194228,0.99,0.795772,0,
upper-bound,80,include,group 1,0,0.27563,0.99,0.71437,0,
upper-bound,80,include,group 6,0,0.43006,0.99,0.55994,0,
upper-bound,80,include,group 7,1,0.536934,0.99,0.453066,0,
upper-bound,80,include,group 10,1,0.574417,0.99,0.415583,0,
upper-bound,80,include,group 13,0,0.737065,0.99,0.252935,0,
upper-bound,80,include,group 14,1,0.505658,0.99,0.484342,0,
upper-bound,80,include,group 17,1,0.768084,0.99,0.221916,0,
upper-bound,80,include,group 18,1,0.834177,0.99,0.155823,0,
upper-bound,80,include,group 19,0,0.625145,0.99,0.364855,0,
upper-bound,80,include,group 20,0,0.157397,0.99,0.832603,0,
upper-bound,80,include,group 23,0,0.99,0.99,1.13177e-09,1,at upper bound
upper-bound,80,include,group 29,0,0.142365,0.99,0.847635,0,
upper-bound,81,exclude,group 1,0,0.211794,0.99,0.778206,0,
upper-bound,81,exclude,group 6,0,0.612172,0.99,0.377828,0,
upper-bound,81,exclude,group 7,1,0.664622,0.99,0.325378,0,
upper-bound,81,exclude,group 10,1,0.567579,0.99,0.422421,0,
upper-bound,81,exclude,group 13,0,0.465726,0.99,0.524274,0,
upper-bound,81,exclude,group 14,1,0.501656,0.99,0.488344,0,
upper-bound,81,exclude,group 17,1,0.716155,0.99,0.273845,0,
upper-bound,81,exclude,group 18,1,0.801486,0.99,0.188514,0,
upper-bound,81,exclude,group 19,0,0.99,0.99,4.00091e-08,1,at upper bound
upper-bound,81,exclude,group 20,0,0.224211,0.99,0.765789,0,
upper-bound,81,exclude,group 23,0,0.99,0.99,1.01205e-09,1,at upper bound
upper-bound,81,exclude,group 29,0,0.167534,0.99,0.822466,0,
upper-bound,82,exclude,group 1,0,0.351182,0.99,0.638818,0,
upper-bound,82,exclude,group 6,0,0.776292,0.99,0.213708,0,
upper-bound,82,exclude,group 7,1,0.657855,0.99,0.332145,0,
upper-bound,82,exclude,group 10,1,0.592301,0.99,0.397699,0,
upper-bound,82,exclude,group 13,0,0.642977,0.99,0.347023,0,
upper-bound,82,exclude,group 14,1,0.50618,0.99,0.48382,0,
upper-bound,82,exclude,group 17,1,0.804559,0.99,0.185441,0,
upper-bound,82,exclude,group 18,1,0.920163,0.99,0.0698375,0,
upper-bound,82,exclude,group 19,0,0.821279,0.99,0.168721,0,
upper-bound,82,exclude,group 20,0,0.191315,0.99,0.798685,0,
upper-bound,82,exclude,group 23,0,0.99,0.99,9.57189e-10,1,at upper bound
upper-bound,82,exclude,group 29,0,0.212986,0.99,0.777014,0,
