member_id,arm,group_id,rep_hat,target_prop,penalty_wt,signed_dev,abs_dev,contribution,share_of_total,total_penalty,is_priored
1,include,1,0.252616726111087,0.5,1.0,-0.247383273888913,0.247383273888913,0.061198484199996954,0.0006454218911918166,94.81935000219728,False
1,include,6,0.438897871086862,0.5,1.0,-0.06110212891313799,0.06110212891313799,0.0037334701577177334,3.937455970359654e-05,94.81935000219728,False
1,include,7,0.515777638235011,0.4962,354.5,0.01957763823501102,0.01957763823501102,0.13587414923621222,0.001432979125390161,94.81935000219728,True
1,include,10,0.597987327933572,0.5121,739.2,0.08588732793357201,0.08588732793357201,5.45280718720136,0.057507325109009924,94.81935000219728,True
1,include,13,0.778421486409459,0.5,1.0,0.27842148640945896,0.27842148640945896,0.07751852409445255,0.0008175390792349471,94.81935000219728,False
1,include,14,0.500816409939551,0.4962,354.5,0.004616409939551036,0.004616409939551036,0.007554834838779895,7.967608761929737e-05,94.81935000219728,True
1,include,17,0.809647631421786,0.5121,739.2,0.297547631421786,0.297547631421786,65.44477111951733,0.6902048064872914,94.81935000219728,True
1,include,18,0.846064056553572,0.5282,231.2,0.31786405655357197,0.31786405655357197,23.35988351333768,0.2463619874297425,94.81935000219728,True
1,include,19,0.75036663902388,0.5,1.0,0.25036663902388,0.25036663902388,0.06268345393611384,0.0006610829322776548,94.81935000219728,False
1,include,20,0.220375954441657,0.5,1.0,-0.27962404555834297,0.27962404555834297,0.07818960685441427,0.0008246165666881533,94.81935000219728,False
1,include,23,0.600773069511072,0.5,1.0,0.10077306951107201,0.10077306951107201,0.01015521153868335,0.00010710062385418187,94.81935000219728,False
1,include,29,0.146474262203534,0.5,1.0,-0.353525737796466,0.353525737796466,0.12498044728453564,0.0013180901079963049,94.81935000219728,False
2,exclude,1,0.245383608638379,0.5,1.0,-0.254616391361621,0.254616391361621,0.06482950675001416,0.000721630699421236,89.83751218179725,False
2,exclude,6,0.674426172796461,0.5,1.0,0.174426172796461,0.174426172796461,0.03042448975642087,0.000338661312157144,89.83751218179725,False
2,exclude,7,0.674622335825264,0.4962,354.5,0.178422335825264,0.178422335825264,11.285340857116195,0.12561947212294702,89.83751218179725,True
2,exclude,10,0.580808881019583,0.5121,739.2,0.06870888101958295,0.06870888101958295,3.489696916648002,0.03884454090387288,89.83751218179725,True
2,exclude,13,0.542085960748082,0.5,1.0,0.04208596074808202,0.04208596074808202,0.0017712280920891004,1.9715907632268385e-05,89.83751218179725,False
2,exclude,14,0.499431112574793,0.4962,354.5,0.003231112574793027,0.003231112574793027,0.0037010113629644035,4.119672587855007e-05,89.83751218179725,True
2,exclude,17,0.762999992752251,0.5121,739.2,0.25089999275225106,0.25089999275225106,46.53323606358847,0.5179711117714696,89.83751218179725,True
2,exclude,18,0.874687147302763,0.5282,231.2,0.346487147302763,0.346487147302763,27.75633295847672,0.30896150488126123,89.83751218179725,True
2,exclude,19,0.989999988965524,0.5,1.0,0.489999988965524,0.489999988965524,0.24009998918621364,0.0026726028287642448,89.83751218179725,False
2,exclude,20,0.189749305752163,0.5,1.0,-0.310250694247837,0.310250694247837,0.09625549328126486,0.001071439880107989,89.83751218179725,False
2,exclude,23,0.989999998680579,0.5,1.0,0.489999998680579,0.489999998680579,0.2400999987069674,0.0026726029347417316,89.83751218179725,False
2,exclude,29,0.190607581166056,0.5,1.0,-0.30939241883394397,0.30939241883394397,0.09572366883191862,0.0010655200317458702,89.83751218179725,False
4,exclude,1,0.383107989288871,0.5,1.0,-0.11689201071112898,0.11689201071112898,0.013663742168090692,9.143807292244373e-05,149.43165063944483,False
4,exclude,6,0.85776502609439,0.5,1.0,0.35776502609439,0.35776502609439,0.12799581389631953,0.0008565508936600947,149.43165063944483,False
4,exclude,7,0.675444526402901,0.4962,354.5,0.179244526402901,0.179244526402901,11.389588786994398,0.07621938684513158,149.43165063944483,True
4,exclude,10,0.619489531088471,0.5121,739.2,0.10738953108847105,0.10738953108847105,8.52483241756733,0.05704837215601945,149.43165063944483,True
4,exclude,13,0.78111866745025,0.5,1.0,0.28111866745025005,0.28111866745025005,0.07902770518900427,0.000528855198017492,149.43165063944483,False
4,exclude,14,0.504028447775373,0.4962,354.5,0.00782844777537306,0.00782844777537306,0.021725388775683037,0.000145386795118144,149.43165063944483,True
4,exclude,17,0.849999238035065,0.5121,739.2,0.33789923803506505,0.33789923803506505,84.39882163180965,0.5647988312425912,149.43165063944483,True
4,exclude,18,0.965999653487233,0.5282,231.2,0.43779965348723304,0.43779965348723304,44.31376566042675,0.2965487262624766,149.43165063944483,True
4,exclude,19,0.989999978438934,0.5,1.0,0.48999997843893395,0.48999997843893395,0.24009997887015574,0.001606754511796697,149.43165063944483,False
4,exclude,20,0.239108528345146,0.5,1.0,-0.260891471654854,0.260891471654854,0.06806435998223548,0.0004554882428921576,149.43165063944483,False
4,exclude,23,0.989999998144367,0.5,1.0,0.489999998144367,0.489999998144367,0.24009999818147967,0.0016067546410285152,149.43165063944483,False
4,exclude,29,0.381825740604181,0.5,1.0,-0.11817425939581899,0.11817425939581899,0.013965155583750314,9.345513834579828e-05,149.43165063944483,False
5,include,1,0.226886634765277,0.5,1.0,-0.27311336523472296,0.27311336523472296,0.07459091026983518,0.0023542589742039694,31.683392136184224,False
