member_id,arm,K,group_id,n_in_window,n_recaptured,psi
76,exclude,0.2,6,45.0,47.0,0.9574468085106383
76,exclude,0.2,1,162.0,414.0,0.391304347826087
76,exclude,0.2,11,0.0,0.0,
76,exclude,0.2,2,0.0,0.0,
76,exclude,0.2,17,1210.0,3467.0,0.3490049033746755
76,exclude,0.2,18,1264.0,3117.0,0.4055181264035932
76,exclude,0.2,14,5.0,6.0,0.8333333333333334
76,exclude,0.2,13,116.0,129.0,0.8992248062015504
76,exclude,0.2,16,0.0,0.0,
76,exclude,0.2,23,285.0,372.0,0.7661290322580645
76,exclude,0.2,19,5.0,59.0,0.0847457627118644
76,exclude,0.2,20,0.0,10.0,0.0
76,exclude,0.2,29,18.0,18.0,1.0
78,include,0.15,7,320.0,322.0,0.9937888198757764
78,include,0.15,10,212.0,298.0,0.7114093959731543
78,include,0.15,6,46.0,47.0,0.9787234042553191
78,include,0.15,1,189.0,414.0,0.45652173913043476
78,include,0.15,11,0.0,0.0,
78,include,0.15,2,0.0,0.0,
78,include,0.15,17,1944.0,3467.0,0.5607153158350159
78,include,0.15,18,1693.0,3117.0,0.5431504651908887
78,include,0.15,14,5.0,6.0,0.8333333333333334
78,include,0.15,13,120.0,129.0,0.9302325581395349
78,include,0.15,16,0.0,0.0,
78,include,0.15,23,327.0,372.0,0.8790322580645161
78,include,0.15,19,16.0,59.0,0.2711864406779661
78,include,0.15,20,0.0,10.0,0.0
78,include,0.15,29,18.0,18.0,1.0
79,exclude,0.2,7,320.0,322.0,0.9937888198757764
79,exclude,0.2,10,175.0,298.0,0.587248322147651
79,exclude,0.2,6,45.0,47.0,0.9574468085106383
79,exclude,0.2,1,162.0,414.0,0.391304347826087
79,exclude,0.2,11,0.0,0.0,
79,exclude,0.2,2,0.0,0.0,
79,exclude,0.2,17,1210.0,3467.0,0.3490049033746755
79,exclude,0.2,18,1264.0,3117.0,0.4055181264035932
79,exclude,0.2,14,5.0,6.0,0.8333333333333334
79,exclude,0.2,13,116.0,129.0,0.8992248062015504
79,exclude,0.2,16,0.0,0.0,
79,exclude,0.2,23,285.0,372.0,0.7661290322580645
79,exclude,0.2,19,5.0,59.0,0.0847457627118644
79,exclude,0.2,20,0.0,10.0,0.0
79,exclude,0.2,29,18.0,18.0,1.0
80,include,0.35,7,320.0,322.0,0.9937888198757764
80,include,0.35,10,121.0,298.0,0.40604026845637586
80,include,0.35,6,45.0,47.0,0.9574468085106383
80,include,0.35,1,91.0,414.0,0.21980676328502416
80,include,0.35,11,0.0,0.0,
80,include,0.35,2,0.0,0.0,
80,include,0.35,17,452.0,3467.0,0.13037207960773003
80,include,0.35,18,444.0,3117.0,0.1424446583253128
80,include,0.35,14,3.0,6.0,0.5
80,include,0.35,13,114.0,129.0,0.8837209302325582
80,include,0.35,16,0.0,0.0,
80,include,0.35,23,206.0,372.0,0.553763440860215
80,include,0.35,19,1.0,59.0,0.01694915254237288
80,include,0.35,20,0.0,10.0,0.0
80,include,0.35,29,18.0,18.0,1.0
81,exclude,0.25,7,320.0,322.0,0.9937888198757764
81,exclude,0.25,10,175.0,298.0,0.587248322147651
81,exclude,0.25,6,45.0,47.0,0.9574468085106383
81,exclude,0.25,1,132.0,414.0,0.3188405797101449
81,exclude,0.25,11,0.0,0.0,
81,exclude,0.25,2,0.0,0.0,
81,exclude,0.25,17,758.0,3467.0,0.21863282376694548
81,exclude,0.25,18,1010.0,3117.0,0.32402951555983317
81,exclude,0.25,14,4.0,6.0,0.6666666666666666
81,exclude,0.25,13,115.0,129.0,0.8914728682170543
81,exclude,0.25,16,0.0,0.0,
81,exclude,0.25,23,206.0,372.0,0.553763440860215
81,exclude,0.25,19,1.0,59.0,0.01694915254237288
81,exclude,0.25,20,0.0,10.0,0.0
81,exclude,0.25,29,18.0,18.0,1.0
82,exclude,0.25,7,320.0,322.0,0.9937888198757764
82,exclude,0.25,10,175.0,298.0,0.587248322147651
82,exclude,0.25,6,45.0,47.0,0.9574468085106383
82,exclude,0.25,1,132.0,414.0,0.3188405797101449
82,exclude,0.25,11,0.0,0.0,
82,exclude,0.25,2,0.0,0.0,
82,exclude,0.25,17,758.0,3467.0,0.21863282376694548
82,exclude,0.25,18,1010.0,3117.0,0.32402951555983317
82,exclude,0.25,14,4.0,6.0,0.6666666666666666
82,exclude,0.25,13,115.0,129.0,0.8914728682170543
82,exclude,0.25,16,0.0,0.0,
82,exclude,0.25,23,206.0,372.0,0.553763440860215
82,exclude,0.25,19,1.0,59.0,0.01694915254237288
82,exclude,0.25,20,0.0,10.0,0.0
82,exclude,0.25,29,18.0,18.0,1.0
84,exclude,0.3,7,320.0,322.0,0.9937888198757764
84,exclude,0.3,10,121.0,298.0,0.40604026845637586
84,exclude,0.3,6,45.0,47.0,0.9574468085106383
84,exclude,0.3,1,91.0,414.0,0.21980676328502416
84,exclude,0.3,11,0.0,0.0,
84,exclude,0.3,2,0.0,0.0,
84,exclude,0.3,17,458.0,3467.0,0.1321026824343813
84,exclude,0.3,18,477.0,3117.0,0.1530317613089509
84,exclude,0.3,14,3.0,6.0,0.5
84,exclude,0.3,13,114.0,129.0,0.8837209302325582
84,exclude,0.3,16,0.0,0.0,
84,exclude,0.3,23,206.0,372.0,0.553763440860215
84,exclude,0.3,19,1.0,59.0,0.01694915254237288
84,exclude,0.3,20,0.0,10.0,0.0
84,exclude,0.3,29,18.0,18.0,1.0
85,exclude,0.3,7,320.0,322.0,0.9937888198757764
85,exclude,0.3,10,121.0,298.0,0.40604026845637586
85,exclude,0.3,6,45.0,47.0,0.9574468085106383
85,exclude,0.3,1,91.0,414.0,0.21980676328502416
85,exclude,0.3,11,0.0,0.0,
85,exclude,0.3,2,0.0,0.0,
85,exclude,0.3,17,458.0,3467.0,0.1321026824343813
85,exclude,0.3,18,477.0,3117.0,0.1530317613089509
85,exclude,0.3,14,3.0,6.0,0.5
85,exclude,0.3,13,114.0,129.0,0.8837209302325582
85,exclude,0.3,16,0.0,0.0,
85,exclude,0.3,23,206.0,372.0,0.553763440860215
85,exclude,0.3,19,1.0,59.0,0.01694915254237288
85,exclude,0.3,20,0.0,10.0,0.0
85,exclude,0.3,29,18.0,18.0,1.0
86,include,0.1,7,320.0,322.0,0.9937888198757764
86,include,0.1,10,254.0,298.0,0.8523489932885906
86,include,0.1,6,46.0,47.0,0.9787234042553191
86,include,0.1,1,230.0,414.0,0.5555555555555556
86,include,0.1,11,0.0,0.0,
86,include,0.1,2,0.0,0.0,
86,include,0.1,17,2430.0,3467.0,0.7008941447937699
86,include,0.1,18,2214.0,3117.0,0.710298363811357
86,include,0.1,14,5.0,6.0,0.8333333333333334
86,include,0.1,13,122.0,129.0,0.9457364341085271
86,include,0.1,16,0.0,0.0,
86,include,0.1,23,327.0,372.0,0.8790322580645161
86,include,0.1,19,16.0,59.0,0.2711864406779661
86,include,0.1,20,0.0,10.0,0.0
86,include,0.1,29,18.0,18.0,1.0
87,exclude,0.05,7,320.0,322.0,0.9937888198757764
87,exclude,0.05,10,254.0,298.0,0.8523489932885906
87,exclude,0.05,6,46.0,47.0,0.9787234042553191
87,exclude,0.05,1,240.0,414.0,0.5797101449275363
87,exclude,0.05,11,0.0,0.0,
87,exclude,0.05,2,0.0,0.0,
87,exclude,0.05,17,2694.0,3467.0,0.7770406691664263
87,exclude,0.05,18,2500.0,3117.0,0.8020532563362207
87,exclude,0.05,14,5.0,6.0,0.8333333333333334
87,exclude,0.05,13,123.0,129.0,0.9534883720930233
87,exclude,0.05,16,0.0,0.0,
87,exclude,0.05,23,327.0,372.0,0.8790322580645161
87,exclude,0.05,19,16.0,59.0,0.2711864406779661
87,exclude,0.05,20,0.0,10.0,0.0
87,exclude,0.05,29,18.0,18.0,1.0
88,exclude,0.2,7,320.0,322.0,0.9937888198757764
88,exclude,0.2,10,175.0,298.0,0.587248322147651
88,exclude,0.2,6,45.0,47.0,0.9574468085106383
88,exclude,0.2,1,162.0,414.0,0.391304347826087
88,exclude,0.2,11,0.0,0.0,
88,exclude,0.2,2,0.0,0.0,
88,exclude,0.2,17,1210.0,3467.0,0.3490049033746755
88,exclude,0.2,18,1264.0,3117.0,0.4055181264035932
88,exclude,0.2,14,5.0,6.0,0.8333333333333334
88,exclude,0.2,13,116.0,129.0,0.8992248062015504
88,exclude,0.2,16,0.0,0.0,
88,exclude,0.2,23,285.0,372.0,0.7661290322580645
88,exclude,0.2,19,5.0,59.0,0.0847457627118644
88,exclude,0.2,20,0.0,10.0,0.0
88,exclude,0.2,29,18.0,18.0,1.0
89,include,0.3,7,320.0,322.0,0.9937888198757764
89,include,0.3,10,121.0,298.0,0.40604026845637586
89,include,0.3,6,45.0,47.0,0.9574468085106383
89,include,0.3,1,91.0,414.0,0.21980676328502416
89,include,0.3,11,0.0,0.0,
89,include,0.3,2,0.0,0.0,
89,include,0.3,17,458.0,3467.0,0.1321026824343813
89,include,0.3,18,477.0,3117.0,0.1530317613089509
89,include,0.3,14,3.0,6.0,0.5
89,include,0.3,13,114.0,129.0,0.8837209302325582
89,include,0.3,16,0.0,0.0,
89,include,0.3,23,206.0,372.0,0.553763440860215
89,include,0.3,19,1.0,59.0,0.01694915254237288
89,include,0.3,20,0.0,10.0,0.0
89,include,0.3,29,18.0,18.0,1.0
90,exclude,0.15,7,320.0,322.0,0.9937888198757764
90,exclude,0.15,10,212.0,298.0,0.7114093959731543
90,exclude,0.15,6,46.0,47.0,0.9787234042553191
90,exclude,0.15,1,189.0,414.0,0.45652173913043476
90,exclude,0.15,11,0.0,0.0,
90,exclude,0.15,2,0.0,0.0,
90,exclude,0.15,17,1944.0,3467.0,0.5607153158350159
90,exclude,0.15,18,1693.0,3117.0,0.5431504651908887
90,exclude,0.15,14,5.0,6.0,0.8333333333333334
90,exclude,0.15,13,120.0,129.0,0.9302325581395349
90,exclude,0.15,16,0.0,0.0,
90,exclude,0.15,23,327.0,372.0,0.8790322580645161
90,exclude,0.15,19,16.0,59.0,0.2711864406779661
90,exclude,0.15,20,0.0,10.0,0.0
90,exclude,0.15,29,18.0,18.0,1.0
91,exclude,0.15,7,320.0,322.0,0.9937888198757764
91,exclude,0.15,10,212.0,298.0,0.7114093959731543
91,exclude,0.15,6,46.0,47.0,0.9787234042553191
91,exclude,0.15,1,189.0,414.0,0.45652173913043476
91,exclude,0.15,11,0.0,0.0,
91,exclude,0.15,2,0.0,0.0,
91,exclude,0.15,17,1944.0,3467.0,0.5607153158350159
91,exclude,0.15,18,1693.0,3117.0,0.5431504651908887
91,exclude,0.15,14,5.0,6.0,0.8333333333333334
91,exclude,0.15,13,120.0,129.0,0.9302325581395349
91,exclude,0.15,16,0.0,0.0,
91,exclude,0.15,23,327.0,372.0,0.8790322580645161
91,exclude,0.15,19,16.0,59.0,0.2711864406779661
91,exclude,0.15,20,0.0,10.0,0.0
91,exclude,0.15,29,18.0,18.0,1.0
92,include,0.05,7,320.0,322.0,0.9937888198757764
92,include,0.05,10,254.0,298.0,0.8523489932885906
92,include,0.05,6,46.0,47.0,0.9787234042553191
92,include,0.05,1,240.0,414.0,0.5797101449275363
92,include,0.05,11,0.0,0.0,
92,include,0.05,2,0.0,0.0,
92,include,0.05,17,2694.0,3467.0,0.7770406691664263
92,include,0.05,18,2500.0,3117.0,0.8020532563362207
92,include,0.05,14,5.0,6.0,0.8333333333333334
92,include,0.05,13,123.0,129.0,0.9534883720930233
92,include,0.05,16,0.0,0.0,
92,include,0.05,23,327.0,372.0,0.8790322580645161
92,include,0.05,19,16.0,59.0,0.2711864406779661
92,include,0.05,20,0.0,10.0,0.0
92,include,0.05,29,18.0,18.0,1.0
93,exclude,0.25,7,320.0,322.0,0.9937888198757764
93,exclude,0.25,10,175.0,298.0,0.587248322147651
93,exclude,0.25,6,45.0,47.0,0.9574468085106383
93,exclude,0.25,1,132.0,414.0,0.3188405797101449
93,exclude,0.25,11,0.0,0.0,
93,exclude,0.25,2,0.0,0.0,
93,exclude,0.25,17,758.0,3467.0,0.21863282376694548
93,exclude,0.25,18,1010.0,3117.0,0.32402951555983317
93,exclude,0.25,14,4.0,6.0,0.6666666666666666
93,exclude,0.25,13,115.0,129.0,0.8914728682170543
93,exclude,0.25,16,0.0,0.0,
93,exclude,0.25,23,206.0,372.0,0.553763440860215
93,exclude,0.25,19,1.0,59.0,0.01694915254237288
93,exclude,0.25,20,0.0,10.0,0.0
93,exclude,0.25,29,18.0,18.0,1.0
94,include,0.15,7,320.0,322.0,0.9937888198757764
94,include,0.15,10,212.0,298.0,0.7114093959731543
94,include,0.15,6,46.0,47.0,0.9787234042553191
94,include,0.15,1,189.0,414.0,0.45652173913043476
94,include,0.15,11,0.0,0.0,
94,include,0.15,2,0.0,0.0,
94,include,0.15,17,1944.0,3467.0,0.5607153158350159
94,include,0.15,18,1693.0,3117.0,0.5431504651908887
94,include,0.15,14,5.0,6.0,0.8333333333333334
94,include,0.15,13,120.0,129.0,0.9302325581395349
94,include,0.15,16,0.0,0.0,
94,include,0.15,23,327.0,372.0,0.8790322580645161
94,include,0.15,19,16.0,59.0,0.2711864406779661
94,include,0.15,20,0.0,10.0,0.0
94,include,0.15,29,18.0,18.0,1.0
95,include,0.05,7,320.0,322.0,0.9937888198757764
95,include,0.05,10,254.0,298.0,0.8523489932885906
95,include,0.05,6,46.0,47.0,0.9787234042553191
95,include,0.05,1,240.0,414.0,0.5797101449275363
95,include,0.05,11,0.0,0.0,
95,include,0.05,2,0.0,0.0,
95,include,0.05,17,2694.0,3467.0,0.7770406691664263
95,include,0.05,18,2500.0,3117.0,0.8020532563362207
95,include,0.05,14,5.0,6.0,0.8333333333333334
95,include,0.05,13,123.0,129.0,0.9534883720930233
95,include,0.05,16,0.0,0.0,
95,include,0.05,23,327.0,372.0,0.8790322580645161
95,include,0.05,19,16.0,59.0,0.2711864406779661
95,include,0.05,20,0.0,10.0,0.0
95,include,0.05,29,18.0,18.0,1.0
98,exclude,0.3,7,320.0,322.0,0.9937888198757764
98,exclude,0.3,10,121.0,298.0,0.40604026845637586
98,exclude,0.3,6,45.0,47.0,0.9574468085106383
98,exclude,0.3,1,91.0,414.0,0.21980676328502416
98,exclude,0.3,11,0.0,0.0,
98,exclude,0.3,2,0.0,0.0,
98,exclude,0.3,17,458.0,3467.0,0.1321026824343813
98,exclude,0.3,18,477.0,3117.0,0.1530317613089509
98,exclude,0.3,14,3.0,6.0,0.5
98,exclude,0.3,13,114.0,129.0,0.8837209302325582
98,exclude,0.3,16,0.0,0.0,
98,exclude,0.3,23,206.0,372.0,0.553763440860215
98,exclude,0.3,19,1.0,59.0,0.01694915254237288
98,exclude,0.3,20,0.0,10.0,0.0
98,exclude,0.3,29,18.0,18.0,1.0
99,exclude,0.2,7,320.0,322.0,0.9937888198757764
99,exclude,0.2,10,175.0,298.0,0.587248322147651
99,exclude,0.2,6,45.0,47.0,0.9574468085106383
99,exclude,0.2,1,162.0,414.0,0.391304347826087
99,exclude,0.2,11,0.0,0.0,
99,exclude,0.2,2,0.0,0.0,
99,exclude,0.2,17,1210.0,3467.0,0.3490049033746755
99,exclude,0.2,18,1264.0,3117.0,0.4055181264035932
99,exclude,0.2,14,5.0,6.0,0.8333333333333334
99,exclude,0.2,13,116.0,129.0,0.8992248062015504
99,exclude,0.2,16,0.0,0.0,
99,exclude,0.2,23,285.0,372.0,0.7661290322580645
99,exclude,0.2,19,5.0,59.0,0.0847457627118644
99,exclude,0.2,20,0.0,10.0,0.0
99,exclude,0.2,29,18.0,18.0,1.0
