member_id,arm,group_id,group_label,fisheries,n_release_groups,n_cells,n_cells_active,rep_hat,target_prop,penalty_wt,is_priored,signed_dev,abs_dev,contribution
88,exclude,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,"1-2,4-10",62,558,558,0.247779347207,0.5,1,0,-0.252220652793,0.252220652793,0.0636152576952
88,exclude,6,RTTP / PHID.2/PL.ALL.2,"14-18,21-22",15,105,105,0.695739030592,0.5,1,0,0.195739030592,0.195739030592,0.0383137680973
88,exclude,7,RTTP / PS.2,19-20,15,30,30,0.673845153505,0.4962,354.5,1,0.177645153505,0.177645153505,11.1872402999
88,exclude,10,RTTP / PS.WEST.3,"25,27",15,30,30,0.587225561831,0.5121,739.2,1,0.0751255618308,0.0751255618308,4.17193394986
88,exclude,13,PTTP/pooled / PHID.2/PL.ALL.2,"14-18,21-22",47,329,329,0.571961004041,0.5,1,0,0.071961004041,0.071961004041,0.00517838610259
88,exclude,14,PTTP/pooled / PS.2,19-20,47,94,94,0.500117403012,0.4962,354.5,1,0.00391740301234,0.00391740301234,0.005440173435
88,exclude,17,PTTP/pooled / PS.WEST.3,"25,27",47,94,94,0.774836910272,0.5121,739.2,1,0.262736910272,0.262736910272,51.0274816271
88,exclude,18,PTTP/pooled / PS.EAST.3,"26,28",47,94,94,0.895760490968,0.5282,231.2,1,0.367560490968,0.367560490968,31.2352851972
88,exclude,19,JPTP / LL.WEST.1,1,37,37,37,0.989991965913,0.5,1,0,0.489991965913,0.489991965913,0.240092126659
88,exclude,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,"2,4-10",37,296,296,0.182627381764,0.5,1,0,-0.317372618236,0.317372618236,0.100725378806
88,exclude,23,JPTP / PS.JP.1/PL.JP.1,12-13,37,74,74,0.989999998625,0.5,1,0,0.489999998625,0.489999998625,0.240099998653
88,exclude,29,JPTP / PS.WEST.3,"25,27",37,74,74,0.195175370356,0.5,1,0,-0.304824629644,0.304824629644,0.0929180548376
89,include,1,RTTP/PTTP/pooled / LL.WEST.1/LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,"1-2,4-10",62,558,558,0.289979940095,0.5,1,0,-0.210020059905,0.210020059905,0.0441084255623
89,include,6,RTTP / PHID.2/PL.ALL.2,"14-18,21-22",15,105,105,0.412417476508,0.5,1,0,-0.087582523492,0.087582523492,0.00767069842122
89,include,7,RTTP / PS.2,19-20,15,30,30,0.532298571565,0.4962,354.5,1,0.0360985715649,0.0360985715649,0.461951385069
89,include,10,RTTP / PS.WEST.3,"25,27",15,30,30,0.570877338387,0.5121,739.2,1,0.058777338387,0.058777338387,2.55377005541
89,include,13,PTTP/pooled / PHID.2/PL.ALL.2,"14-18,21-22",47,329,329,0.488038664281,0.5,1,0,-0.0119613357192,0.0119613357192,0.000143073552188
89,include,14,PTTP/pooled / PS.2,19-20,47,94,94,0.505460655589,0.4962,354.5,1,0.00926065558939,0.00926065558939,0.0304018285196
89,include,17,PTTP/pooled / PS.WEST.3,"25,27",47,94,94,0.745257355794,0.5121,739.2,1,0.233157355794,0.233157355794,40.1846510131
89,include,18,PTTP/pooled / PS.EAST.3,"26,28",47,94,94,0.808391030865,0.5282,231.2,1,0.280191030865,0.280191030865,18.1508215853
89,include,19,JPTP / LL.WEST.1,1,37,37,37,0.694484534191,0.5,1,0,0.194484534191,0.194484534191,0.0378242340394
89,include,20,JPTP / LL.EAST.1/LL.ALL.2/LL.OS.2/LL.ARCH.3/LL.WEST.3/LL.EAST.3/LL.OS.3/LL.ALL.5,"2,4-10",37,296,296,0.17090461093,0.5,1,0,-0.32909538907,0.32909538907,0.108303775107
